¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
«(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32657
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320257
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597116
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.896968
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221364
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558746
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.92643
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328585
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768469
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20628
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68683
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12476
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57903
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07381
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61476
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2085
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92768
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75753
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72748
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17572
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.39169
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.13632
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055946
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.313952
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590283
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.88953
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.209524
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.545902
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912364
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.313153
¬(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.753203
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20197
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67899
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09515
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54681
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03876
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57638
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16636
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89514
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72095
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66824
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14779
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.24676
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.85721
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.04632
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307572
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583413
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882101
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1977
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.533045
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898355
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297802
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736309
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19786
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65222
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06613
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51534
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00445
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53889
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1305
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86339
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68522
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61315
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11179
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.10758
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.57616
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036674
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301234
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576486
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874592
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185909
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520248
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.884419
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282495
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719507
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19389
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62598
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03779
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48456
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97091
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5022
¦(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10268
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83234
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65031
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59275
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.06255
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.97389
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.3574
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026939
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291595
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569574
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867086
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.174227
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507504
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.870467
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.267292
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702728
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18274
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60034
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01234
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46341
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95484
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49227
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08232
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80202
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61627
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58269
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01377
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.84451
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.23996
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017191
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281019
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562618
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.856411
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162545
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494788
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.856637
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252125
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.688295
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17164
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59303
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00809
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45882
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94982
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48679
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07629
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77241
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58302
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.573
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96547
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71931
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.043
¥(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007387
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270407
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.555126
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845695
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.150907
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482891
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.847317
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.245944
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683655
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16279
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58958
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00435
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45472
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94537
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4819
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07093
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74355
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55058
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.56378
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9176
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59433
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84803
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.68531
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.997539
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259787
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54357
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837502
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145205
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479363
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843465
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241706
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.678994
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14131
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5727
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00105
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4511
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94147
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47763
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06623
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71536
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51897
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55489
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8702
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.47124
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.79688
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.34252
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988233
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.252705
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539162
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.834517
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.141939
¥(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.475808
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839617
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.237443
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674309
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12015
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54965
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99821
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44806
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93811
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47394
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06219
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71082
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.48814
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.5465
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85225
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.44718
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7447
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.01252
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984799
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.248985
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.534555
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.829105
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13871
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472294
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835745
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.233257
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66968
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09934
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52699
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99422
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.4455
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93533
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47093
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05887
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70714
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.45813
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.53847
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83325
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.43149
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.68579
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.86089
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.981285
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245235
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527469
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.821431
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13546
(404.75, 14.92, 306.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468789
