¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.274945
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44705
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60106
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75377
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91194
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07564
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24515
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42064
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60245
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79075
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.98585
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18803
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39758
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6148
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.051636
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295666
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.561223
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.81238
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.554056
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869124
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212936
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.589476
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003601
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461168
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969287
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53682
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17454
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92233
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78227
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79006
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95631
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33668
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61827
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76842
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92392
œ(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08488
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25154
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42407
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60276
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78806
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9805
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17986
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.38648
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6006
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82269
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070699
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.316391
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570042
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.820605
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563224
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879149
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223856
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.601467
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.0168
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.475815
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98562
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55507
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19517
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94155
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80443
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82463
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00342
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40562
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79853
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9523
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11148
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27626
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.4469
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62357
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.80658
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99611
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19249
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39596
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.60684
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82198
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03716
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089758
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.337115
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.577653
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82884
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572427
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889153
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234804
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.61348
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030063
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.490488
ª(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00195
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57339
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21582
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96073
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82654
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85915
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05063
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47598
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98506
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14254
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30558
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47441
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64922
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.83023
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01773
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21196
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4132
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6174
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82226
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03461
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25472
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108806
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.352929
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.58527
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.837085
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110026
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.899141
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.245745
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625499
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043308
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.505152
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01835
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59171
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23651
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97986
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84859
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89363
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09799
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54658
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17806
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33946
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50657
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67962
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85879
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04437
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23655
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.4306
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.62589
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.82818
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03783
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25507
š(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48024
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.127839
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359631
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592895
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.845335
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.118984
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909176
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256701
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637529
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.056587
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519896
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03471
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6101
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25724
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99893
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87112
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92802
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14549
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61741
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.37781
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54333
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7147
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89215
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07592
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26046
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44675
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63967
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.83954
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04663
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26118
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4836
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71418
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.146854
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366394
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.600523
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.853596
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.127952
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919202
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.26766
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.649578
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.069882
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.53464
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05111
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62847
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27798
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01797
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90034
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96231
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19309
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68849
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58465
”(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75447
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93029
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10598
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.28382
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.46801
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65873
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85629
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06098
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.27302
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49284
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72066
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.95686
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.156754
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373466
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608158
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.861859
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.136928
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.436123
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278643
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661625
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083157
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549331
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06754
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64689
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29882
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03762
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92948
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99652
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24183
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75981
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79881
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96624
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.13621
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31215
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49433
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68299
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.87838
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.0808
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29049
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50779
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.73306
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96656
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20871
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.163
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.38054
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615795
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.870128
(415.14, 12.82, 325.33) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145905
