¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ (379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.199391
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.792267
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.772196
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.752997
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.734658
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.71716
Ÿ (379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.917179
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.139039
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.382707
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.651516
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.837337
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.163245
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.528729
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.074797
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.348733
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.30775
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.268172
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.229954
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.193056
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.157439
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.123067
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.089905
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.05792
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.02708
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.997355
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.968717
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.941137
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.892694
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.868055
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.844383
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.821656
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.799854
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.778958
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.758951
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.739816
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.721535
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.714678
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.917529
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.139422
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.383128
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.651983
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.837846
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.163814
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 6.529369
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 7.075535
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.366078
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.324856
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.285046
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.246604
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.209488
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.173662
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.139087
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.105726
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.07355
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.042524
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.012619
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.983807
 (379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.956058
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.879838
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.855273
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.831671
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.809012
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.787275
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.766443
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.746497
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.727419
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.709195
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.715118
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.91801
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.139948
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.142779
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.127086
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.112248
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.098256
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.085096
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.072759
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.342919
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.302864
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.264184
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.226839
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.19079
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.155999
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.12243
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.090051
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.058829
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.028733
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.999735
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.971807
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.867788
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.843291
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.819756
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.797161
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.775486
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.754713
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.734823
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.7158
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.697628
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.715677
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.91862
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.140616
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.130178
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.114531
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.099738
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.085788
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.072668
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.060369
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.048882
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.038197
œ (379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.028306
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.019201
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.010876
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.003324
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.99654
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.990517
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.107434
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.076005
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.045708
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.016515
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.988399
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.856533
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.8321
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.808627
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.786091
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.764473
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.743755
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.723918
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.704947
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.686823
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.716354
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.919357
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.134877
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.118409
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.102805
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.088053
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.074142
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.061059
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.048795
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.037341
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.026688
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.016826
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.00775
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.99945
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.991922
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.98516
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.979157
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.973911
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.969418
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.063559
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.03416
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.005843
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.846064
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.821691
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.798275
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.775795
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.754231
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.733563
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.713776
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.694851
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.676773
 (379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.71715
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.920227
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.123888
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.107461
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.091897
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.077183
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.063308
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.050261
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.03803
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.026606
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.015982
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.006148
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.997097
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.988822
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.981316
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.974575
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.968592
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.963363
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.958885
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.955154
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.952168
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.024158
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.836374
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.812057
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.788693
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.766264
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.74475
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.72413
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.704388
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.685507
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.667471
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.718065
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.921225
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.113715
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.097327
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.081801
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.067122
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.053281
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.040266
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.028065
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.01667
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 5.006073
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.996264
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.987237
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.978983
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.971498
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.964777
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.958811
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.953598
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.949135
(379.42, 15.92, 284.14) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 4.945417
