¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
½(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.246
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70309
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52309
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46878
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54402
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69343
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.33654
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.50696
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.4747
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.44529
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.41873
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.39498
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.37403
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.35587
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.34048
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.32784
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.31796
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.533925
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.720727
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.921497
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137821
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822557
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.093745
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.388511
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710094
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062111
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439462
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.850754
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.305685
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.811449
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37699
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01344
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73495
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55962
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5111
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.596
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75407
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40337
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.59937
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.56688
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.53727
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.51051
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.48658
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.46546
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.44714
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.43161
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.41886
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.40886
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.540794
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.728103
Â(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.929432
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581477
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.83249
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104507
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400244
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722873
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.076185
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.455832
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868859
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325718
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833799
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40203
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04172
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76714
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59656
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55399
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64884
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81573
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47047
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.6338
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.60118
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.57145
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.54457
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.52053
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.50065
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.51818
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.52644
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.51355
(439.13, 14.97, 252.42) (446.33, 8.08, 286.38) (7.63, 2.69, 2.47) Cabin 18.50344
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.547702
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.735517
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.937412
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590686
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842472
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.115355
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412029
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735768
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09032
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.472368
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887102
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.345938
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.856343
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42736
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07034
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79967
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63396
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59733
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70255
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88372
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53787
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77101
Ï(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.26732
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.27368
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.28306
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.29549
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.31096
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.3295
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.3511
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.3758
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 20.40361
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.554647
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.742972
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.36628
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599961
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.852504
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.12623
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423897
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.748727
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104544
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489069
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.9055
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.366379
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879133
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45288
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09919
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83256
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67172
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64118
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75708
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.03733
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66093
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.71341
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.67875
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.64715
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.61857
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.6215
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.63583
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.65311
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.67336
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.83143
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.85785
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.561628
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.750468
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374959
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609307
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.862606
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.137202
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435841
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.761783
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118877
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505898
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.924089
Õ(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387001
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90211
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47871
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12839
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8658
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7099
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68553
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81247
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19422
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.84612
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81614
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.79106
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.7592
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.73038
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.70457
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.68177
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.66196
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.64511
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.63122
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.62027
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.568644
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.758002
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383627
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618663
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.872729
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148199
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.447826
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.774889
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.133276
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522877
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942825
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407811
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92534
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50479
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15784
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89937
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7485
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73039
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90524
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35431
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03559
(439.13, 14.97, 252.42) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68778
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.90767
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.87553
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.84646
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.82042
(439.13, 14.97, 252.42) (452.21, 8.08, 289.80) (2.47, 2.69, 7.63) Cabin 19.79741
