¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13905
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447486
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.790558
Á(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.168031
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.584481
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.047103
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.547521
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10544
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73431
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34294
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55492
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17153
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81223
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53113
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15119
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82113
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41826
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70606
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00875
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.32774
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66159
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01131
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51938
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30536
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.699565
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892775
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100485
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.324353
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566293
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.82854
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113714
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.424901
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76577
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.140718
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.554396
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.013602
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.515525
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06951
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69368
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33636
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53688
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17593
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81708
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53815
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20159
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87614
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54535
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83773
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14326
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46273
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.797
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14712
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.88842
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68017
¤(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.6867
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878964
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.085622
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.308316
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.54894
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.809709
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.093205
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402485
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.741175
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113611
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.524567
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.980398
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.483627
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03395
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.6535
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.3302
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51952
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18125
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82294
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54618
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25374
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.93309
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66454
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97381
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28445
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.60936
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9494
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55939
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.32036
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.673913
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.86524
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.070856
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.292388
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.531709
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791009
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072848
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380245
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716775
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08673
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.494993
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.947498
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.451818
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.998772
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61376
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88682
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5028
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18744
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82978
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55524
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30766
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99202
«(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.72651
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11447
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43041
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76093
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10703
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97891
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77549
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.661207
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.851604
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.056188
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276566
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514598
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.772446
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.052644
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.358173
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.69257
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.060073
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.465683
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.914896
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.415938
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.963958
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57445
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87237
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48674
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17029
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83757
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56527
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36345
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05297
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7907
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25973
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58125
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91766
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48989
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42061
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.648582
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.838058
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.041618
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.260856
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.49761
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.75402
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.032593
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336276
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.668565
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.033641
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.436537
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.882596
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.379821
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.929517
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.53558
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8585
±(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47138
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15315
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8464
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57632
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42108
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11599
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85715
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.40986
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73716
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07975
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.03861
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88623
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.63604
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824602
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.027149
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245256
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.480744
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735732
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.012697
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.314554
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.644758
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.007438
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.40756
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.8506
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.344058
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.895196
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49715
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8452
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45666
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13677
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85618
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58835
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45766
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18108
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92587
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.565
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89832
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41616
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53537
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.623581
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.811239
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012781
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.229768
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.464003
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717583
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992958
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.293009
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.621152
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.981465
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.378845
(338.31, 7.61, 338.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.818908
