¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80653
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84018
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43211
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10157
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86478
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74271
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84667
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15273
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73357
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96586
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.79372
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.66973
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.62995
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.59353
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.56045
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.81473
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.73264
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.6545
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.58026
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.16505
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.901464
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.122436
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.362026
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.643167
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399223
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708819
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046697
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416866
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.824112
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.279667
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.80275
 (384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38994
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0537
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80997
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67934
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75691
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04508
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60213
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76105
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52328
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.52186
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.36995
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.33095
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.29526
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.26286
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.64948
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.91475
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.8633
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.81534
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.77082
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.2312
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.886907
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106416
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807415
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085444
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378961
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.686747
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.022569
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.390377
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794884
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.246367
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.76546
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.348
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00611
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75551
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61645
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66793
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93851
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47225
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55959
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25819
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.2176
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.08146
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.04321
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.00822
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 20.97648
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.25869
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.57624
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.57768
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.58234
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.59023
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.30108
é(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.989226
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.534935
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789641
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066149
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358812
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664777
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998573
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364018
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765884
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.213254
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728435
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30624
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9588
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70144
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55407
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58061
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.83309
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34394
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3615
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.99832
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.9247
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.05251
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.0497
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.05002
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.08902
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.10329
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.64742
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.64889
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.65359
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.66153
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.47171
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28442
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518599
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771936
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046853
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.338737
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.642936
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974668
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.33784
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73704
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18028
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691574
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26478
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91182
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64775
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49214
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50424
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73663
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21922
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16675
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74358
¢ (384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.64263
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.29531
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.19086
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.29325
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.32027
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.05788
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.72232
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.72382
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.72857
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.73656
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.28212
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.2693
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.502258
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754213
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027603
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318763
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621183
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950962
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.311804
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708343
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147491
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.654926
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22356
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86512
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59443
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4307
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42844
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64623
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10961
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00251
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49737
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.3709
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 20.96262
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 20.92519
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.31893
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.3229
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.06508
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.801
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.80254
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.80733
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.81538
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.16924
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.254192
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.485934
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.736542
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008392
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298911
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599598
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.92733
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.285927
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.67984
« (384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114876
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.618471
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1826
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81876
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54154
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36975
(384.94, 14.43, 305.71) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 12.99248
(384.94, 14.43, 305.71) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 12.96801
(384.94, 14.43, 305.71) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 12.94555
(384.94, 14.43, 305.71) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 12.9251
(384.94, 14.43, 305.71) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 12.90664
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.58417
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 20.70594
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 20.66914
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.57765
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.58193
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.13822
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.88353
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.88511
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.88995
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.89806
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.24478
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239118
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.469651
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.718922
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.98922
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27914
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.578085
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903883
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.260229
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651546
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083239
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.582226
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1419
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77271
(384.94, 14.43, 305.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.489
(384.94, 14.43, 305.71) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 11.67007
(384.94, 14.43, 305.71) (412.44, 7.96, 307.56) (1.42, 0.85, 0.85) Fence 11.71952
(384.94, 14.43, 305.71) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 12.96208
(384.94, 14.43, 305.71) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 12.93964
(384.94, 14.43, 305.71) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 12.9192
(384.94, 14.43, 305.71) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 13.18047
(384.94, 14.43, 305.71) (414.67, 7.96, 307.96) (1.35, 0.85, 0.50) Fence 13.94736
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 20.45851
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 20.42233
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.84601
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 21.8506
(384.94, 14.43, 305.71) (426.17, 14.12, 303.10) (8.74, 13.29, 16.89) Truck 22.41408
