¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
á(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.720577
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.052035
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.318482
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.608653
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928551
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.277803
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660631
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081959
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547931
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06588
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.00756
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.995927
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.985815
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.977211
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.970107
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.9645
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.960386
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.957761
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.956623
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.956971
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.958807
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 9.962129
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.171504
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.313082
Õ(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.463431
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.623416
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.793947
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.976062
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.167533
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.366781
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580372
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809794
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05688
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.323771
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.612776
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.932277
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281895
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66512
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.086914
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5534
(387.75, 13.57, 254.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07195
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.09494
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.08323
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.07304
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.06438
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.05723
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.05159
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.04746
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.04483
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.0437
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.04407
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.04593
(387.75, 13.57, 254.32) (388.37, 9.01, 276.49) (2.27, 2.07, 3.42) Tools 10.0493
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.24996
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.410101
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.64377
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.11646
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391666
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.687565
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.00649
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.383895
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876184
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42466
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03942
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35877
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76535
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.37101
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.0109
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 20.99614
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.44827
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.238058
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.421951
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.656722
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.108882
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38357
Ë(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.678836
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.99708
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392128
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.860597
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40726
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01978
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42155
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.74239
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.45116
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.10716
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.11387
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 23.59549
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.226844
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.433718
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.845872
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.101523
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375651
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670327
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002443
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414163
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866916
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38971
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00008
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48374
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.69428
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.53113
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.20329
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.23157
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.59595
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.228158
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.445397
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.83911
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.094297
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.367877
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661987
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.022608
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436325
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891313
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39405
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98026
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54528
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.64889
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.61089
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.29926
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.34918
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.52186
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.07154
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.57069
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.238796
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.456986
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.832519
Ç(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087221
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360337
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663453
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.042903
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458551
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915834
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4212
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98258
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.60622
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.60619
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.69042
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.39502
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.46668
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.60361
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.99844
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.49608
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.249343
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.468482
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.826076
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080312
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352908
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682031
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063213
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480877
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.940445
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44848
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96491
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.66641
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 16.56614
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 17.76968
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 19.49055
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 21.58402
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 22.64313
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.08454
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.58418
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.2598
(387.34, 13.52, 254.82) (374.76, 7.69, 268.09) (0.76, 0.67, 3.99) Tools 5.479881
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.819809
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073612
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349954
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70068
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.083584
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.503253
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.965134
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47584
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92753
(387.34, 13.52, 254.82) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72589
