¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
£(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.840879
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879777
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13692
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391366
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664017
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958847
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.278518
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.626267
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005941
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.418583
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.897626
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58358
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48191
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49047
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60603
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.94285
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.33442
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.23146
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.76696
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194073
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.405
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631835
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880587
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136329
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.393414
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666263
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.961254
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281117
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.629113
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009079
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42544
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925967
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59681
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52502
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56073
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68961
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04389
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.44999
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.39857
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.97118
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.19311
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.403999
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.632504
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88141
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135777
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395642
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668657
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963857
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.283953
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.632182
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012415
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429126
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94853
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56724
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63156
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77394
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14599
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.56653
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.55956
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.20199
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192203
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.402997
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633292
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.882229
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.135358
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398012
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.671196
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966589
Ó(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286926
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.635417
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015972
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433048
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.960068
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62317
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60859
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70292
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85904
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24909
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.6844
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71498
(409.03, 15.05, 308.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.43503
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.622531
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.869325
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125049
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.421053
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749683
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.056388
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.409602
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.832232
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.279607
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.763675
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27607
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86468
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52816
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28488
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.14688
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09831
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9936
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.19547
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.49273
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98254
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.62871
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21085
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.89069
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.606534
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854116
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.108619
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.397337
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.730126
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.035176
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.376555
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.799324
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.243171
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.72774
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.23616
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8164
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47367
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.22227
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07368
à(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81052
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.90203
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10445
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39107
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87543
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5031
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.0551
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.67824
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.590494
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838953
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092243
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.373592
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.710708
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.014122
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343686
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.766588
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.206942
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.690324
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19657
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76792
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41966
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16026
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00097
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72919
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81965
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01492
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29102
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77021
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37987
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.90323
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47126
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.574411
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823838
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075919
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349824
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.691433
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.993223
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320957
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.734031
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.170921
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.651904
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15731
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7189
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36613
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09885
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92549
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64888
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73828
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92686
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19255
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66694
Ü(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25895
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74438
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.2695
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558291
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.808771
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059655
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.330867
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.66563
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.972485
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.298406
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700851
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.135114
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.613741
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11838
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67091
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31308
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.03805
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6198
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57147
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65802
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8378
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09566
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.56113
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14035
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57008
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.08218
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.542137
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.793757
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.043447
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313322
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.639475
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.95191
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.276037
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.664709
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.099527
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.575839
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07978
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62787
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26051
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97691
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55002
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49543
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57882
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74371
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00035
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44964
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.024
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.40083
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.91159
(409.52, 15.08, 308.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.525951
