¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
§(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.775374
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33506
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96056
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63432
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.31995
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.91175
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480494
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787808
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.117298
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477245
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.87198
Ÿ(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306715
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.787779
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34325
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96978
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6698
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.28951
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.86599
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481897
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.78982
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.12318
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.483695
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879037
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.314555
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79649
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35106
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9786
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68899
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.22539
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.78794
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483152
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791155
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.126851
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.489919
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885914
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.32213
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.804901
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35849
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98699
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69854
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.15441
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.72282
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484233
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792334
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128151
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495533
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89256
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329499
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813059
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36558
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.995
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69575
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35192
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.65378
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485126
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793293
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129203
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.496731
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899044
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336599
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.820991
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37231
¸(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00255
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68616
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36759
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94033
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485834
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794096
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130083
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497654
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901461
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343447
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828622
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37863
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00972
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67622
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38356
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95784
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59013
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486392
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79468
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130726
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498383
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902258
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347887
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.83598
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38459
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00068
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66595
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39983
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97574
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60988
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486752
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795109
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131172
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498884
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902798
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348457
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842676
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3902
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99128
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65535
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40681
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.994
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63003
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33374
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486976
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795293
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131423
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499143
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903085
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348783
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843045
´(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39166
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98164
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64445
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39441
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01265
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65056
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44621
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486998
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795344
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.13146
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499187
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.903113
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348867
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.843115
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40353
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97166
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63323
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38167
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03161
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67154
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62647
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48687
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795187
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.131284
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49901
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902909
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348612
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842861
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41596
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97803
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62173
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36856
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05095
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72679
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.81073
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.486549
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794842
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130892
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498575
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902458
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348108
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84621
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.425
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9982
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62148
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35511
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07071
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88813
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.9992
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.48605
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.794313
µ(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130312
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497926
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.901734
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.347309
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.853854
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43355
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01824
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64393
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34691
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.09079
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05282
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485373
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793582
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129511
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49705
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900782
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346278
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86108
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44172
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03816
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66626
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37209
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21943
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2209
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.484535
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.792685
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128529
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49596
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.89959
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349094
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.867932
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44941
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05797
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68842
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3971
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27646
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3925
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.483535
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791564
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127309
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494636
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.898126
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354894
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874396
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45672
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07763
(380.98, 14.09, 304.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71046
