¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ş(358.55, 7.12, 351.23) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71355
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78531
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18345
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.842
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6613
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01799
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59041
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.5084
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89949
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.96285
(359.45, 7.23, 351.27) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 24.15093
(359.45, 7.23, 351.27) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.93178
(359.45, 7.23, 351.27) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.89617
(359.45, 7.23, 351.27) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.80083
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.096395
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.303632
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.526468
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766653
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026294
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30775
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588394
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8907
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24217
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.661754
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127719
…(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626147
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08818
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43266
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80318
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20271
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77957
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64585
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01493
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58672
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50385
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89376
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.95539
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.094115
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301164
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523799
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763799
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023182
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304428
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593901
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.89669
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.248507
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668755
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.135546
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644537
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10439
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45007
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82185
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22287
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71817
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63039
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.012
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58318
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49949
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88825
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94823
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091856
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298749
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52119
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.760951
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.020144
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.301106
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599591
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.902828
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25485
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.675768
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143373
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.663022
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12133
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46819
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84137
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24384
„(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67921
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.62234
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00918
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57978
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4953
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88297
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.94136
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08962
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296335
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51861
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.758169
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017096
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297811
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603085
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909111
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261149
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682769
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.151163
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.674501
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13892
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48707
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86165
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26574
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70285
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61871
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00649
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57653
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4913
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87792
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93479
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.087403
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.29394
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516029
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.75539
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014118
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294543
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.599558
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.915512
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.267458
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.689754
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158956
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.683239
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15725
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50671
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88312
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29192
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73448
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61502
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00391
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57342
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48747
…(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87309
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92852
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08518
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.291594
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.513496
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752644
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011147
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.291326
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.596039
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922063
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27375
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.696731
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.166718
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691938
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17823
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53192
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91276
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32395
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76914
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.61133
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.00146
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.57046
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48382
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86849
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.92254
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.08303
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.289269
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51096
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749951
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008186
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288157
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592551
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.924766
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280028
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703697
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17027
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647956
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19127
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56032
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94331
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35694
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80484
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30903
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99913
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56765
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.48036
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86412
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91686
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.080868
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.286928
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508472
ÿ(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.747253
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005287
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589126
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920996
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28629
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688349
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.114436
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.586006
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11404
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58957
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97483
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3909
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84165
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70096
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99693
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56498
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47708
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85999
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91148
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.078718
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.284634
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.744581
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00242
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281864
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.585701
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.917404
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256029
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638427
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.059401
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.52493
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04253
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61966
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0072
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42588
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87952
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78076
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99484
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.56246
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47398
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85608
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.90639
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.076603
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.282377
(359.45, 7.23, 351.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.503546
