¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‰(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.317
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.801288
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.782351
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.764929
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.749043
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.734646
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.721761
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.71032
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.700373
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.691877
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.684849
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.680212
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.707125
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.796885
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.144972
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.390722
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.647615
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927107
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.256647
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.604582
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976136
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.389061
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.846642
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.3444
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.905849
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 10.04287
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.858298
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.790895
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.765144
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.74481
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.726003
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.708737
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.692962
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.678641
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.665835
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.654532
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.64465
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.636232
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.629278
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.624693
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.64724
ú(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.716899
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.911766
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.149214
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.394053
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.651236
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932099
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.262834
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.607831
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979858
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.393193
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.850955
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.347642
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.912324
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.999103
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.8397
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.775772
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.750556
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.730285
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.711504
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.694258
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.67855
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.664295
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.65151
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.640237
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.630368
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.621998
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.61509
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.610538
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.632161
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.698236
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.863556
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.153344
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.397297
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.654762
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.937532
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.268821
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.61095
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.983431
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.397109
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.855088
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.35074
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.91858
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 10.07407
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.868216
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.798904
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.772841
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.752517
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.733752
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.716484
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.700755
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.686478
ì(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.673736
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.662424
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.652591
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.64419
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.637272
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.632709
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.655812
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.727723
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.955157
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.157359
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.400455
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.658193
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942784
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.274608
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613935
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98685
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.400652
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.859043
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.353697
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.924619
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58349
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.965161
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.870131
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.840245
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.819865
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.800972
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.783623
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.76782
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.75349
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.740681
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.729355
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.719462
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.711099
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.704152
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.699572
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.728444
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.82923
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.161258
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.403524
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661528
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.947852
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.278328
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.61679
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.99012
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.404033
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.862817
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.356507
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.930437
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58976
(334.68, 7.47, 353.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34254
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 10.08235
ª(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 10.00906
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.988446
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.969378
(334.68, 7.47, 353.16) (337.47, 1.43, 327.07) (0.81, 2.16, 0.81) Human 9.951925
