¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.758751
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.288128
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.77928
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32693
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94512
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66059
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.47814
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46365
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43481
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45453
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.92801
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.61059
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.59529
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.58249
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.57218
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.56436
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.55901
Õ(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.55614
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.55573
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.5578
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.56234
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.56936
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.206268
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.416252
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.641966
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.88518
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148034
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432893
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.742085
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.073845
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.438801
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8397
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.282071
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.772552
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31938
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9328
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64488
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46013
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44752
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50427
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.62816
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.01893
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.73688
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.72138
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.7084
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.69793
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.68996
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.6845
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.68152
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.68103
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.68303
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.68753
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.69452
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.199449
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408941
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634093
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876704
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138824
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422907
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.734038
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.069364
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433883
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.834291
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.276074
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765885
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31195
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92441
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6293
à(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44583
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43141
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57514
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71978
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05254
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.96536
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.94957
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.93634
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.92565
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.91749
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.91187
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.90877
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.9082
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.91015
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.91463
(389.11, 13.97, 252.65) (417.84, 9.03, 256.23) (2.44, 2.61, 2.44) Tools 16.92164
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.192674
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401676
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626266
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868254
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13054
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416434
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727394
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.064923
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.429035
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.828955
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270185
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.759334
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30461
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91616
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61379
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43206
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41536
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5699
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74876
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07859
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 18.43958
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.89687
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.66305
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.64631
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.63875
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.63382
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.79566
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 18.14667
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.185949
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394426
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618482
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861689
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.124962
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410364
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720797
Ø(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.059606
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424257
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8237
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264319
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.752846
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29738
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90801
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59841
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41833
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3993
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55093
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77831
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10437
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 18.08295
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.83883
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.63781
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.82144
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.86384
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.77076
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.80092
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.86147
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179231
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387828
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.613423
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856569
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119425
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.404328
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714224
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052441
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.419531
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818491
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25859
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.74646
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29026
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89999
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58843
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40458
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38332
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53202
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.80834
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13081
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 18.02998
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 18.94204
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.35646
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.52721
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.56319
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.46922
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.21019
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 17.97675
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173931
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383436
Î(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608695
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851484
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11388
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398369
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7077
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0453
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.414862
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813348
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.252927
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.740172
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28321
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89209
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57945
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39091
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36734
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51319
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83885
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15788
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 18.21175
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 18.71915
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.08565
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.24434
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.27435
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 19.17963
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 18.92584
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 18.15842
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16988
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.379095
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.604001
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84643
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108406
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.392409
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701212
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.038221
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407384
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80828
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.247329
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.733991
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27626
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88428
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57064
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37726
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35139
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49437
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85391
(389.11, 13.97, 252.65) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.18768
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 18.39999
(389.11, 13.97, 252.65) (419.82, 8.52, 256.52) (2.92, 2.22, 3.18) Tools 18.5034
