¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
í(394.23, 13.88, 248.93) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 11.21375
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.749315
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999197
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.269415
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.562532
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.881482
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185284
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514526
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.819485
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104828
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.410694
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.739354
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26371
(394.23, 13.88, 248.93) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 10.65601
(394.23, 13.88, 248.93) (410.95, 7.73, 236.00) (1.88, 1.40, 1.43) Tools 10.69549
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.85604
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.83477
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.8255
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.87281
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.92217
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 10.97363
(394.23, 13.88, 248.93) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 12.03825
(394.23, 13.88, 248.93) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 12.04335
(394.23, 13.88, 248.93) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 12.05026
(394.23, 13.88, 248.93) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 12.05898
(394.23, 13.88, 248.93) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 12.06951
(394.23, 13.88, 248.93) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 12.08186
(394.23, 13.88, 248.93) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 12.09605
(394.23, 13.88, 248.93) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 12.11208
(394.23, 13.88, 248.93) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 12.12996
ç(394.23, 13.88, 248.93) (412.47, 9.12, 234.06) (1.88, 1.40, 1.43) Tools 12.14971
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518728
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.750546
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.000529
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270861
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.564098
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882282
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185927
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515233
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.841983
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128881
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436481
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.781246
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31267
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97751
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.12852
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.17429
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.22213
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.27207
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.32415
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.37842
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.43493
(394.23, 13.88, 248.93) (412.21, 7.73, 232.73) (1.88, 1.40, 1.43) Tools 12.56675
(394.23, 13.88, 248.93) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 12.5729
(394.23, 13.88, 248.93) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 12.58093
(394.23, 13.88, 248.93) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 12.59085
(394.23, 13.88, 248.93) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 12.60266
(394.23, 13.88, 248.93) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 12.61639
(394.23, 13.88, 248.93) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 12.63203
(394.23, 13.88, 248.93) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 12.64961
(394.23, 13.88, 248.93) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 12.66912
(394.23, 13.88, 248.93) (412.21, 9.12, 232.73) (1.88, 1.40, 1.43) Tools 12.69059
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519874
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751761
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.001841
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272284
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565638
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882997
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.186718
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516085
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.865034
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153526
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.462903
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825693
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3622
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0234
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.59972
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.65052
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.70351
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.75876
(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.8163
ó(394.23, 13.88, 248.93) (410.71, 7.73, 234.72) (1.88, 1.40, 1.43) Tools 11.87619
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.0975
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.08297
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.07027
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.0594
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.05034
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.04309
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.03765
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.034
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.03216
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.03211
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.09922
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520972
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752946
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003129
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.273678
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.567153
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.883833
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187591
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.517049
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875495
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.178759
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489943
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870655
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41237
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06955
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.18592
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.17099
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.22993
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.29128
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.35509
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.42144
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.49039
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.04539
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.03273
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.10471
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.18086
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.25982
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.34166
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.42647
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.51433
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.60534
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.69959
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522052
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754117
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004385
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275048
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568645
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884762
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.188619
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518145
Ö(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876686
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204575
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.517609
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.916142
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4631
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11596
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32983
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.74183
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.80762
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.87602
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 12.94711
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 13.02094
(394.23, 13.88, 248.93) (410.45, 7.73, 233.40) (1.88, 1.40, 1.43) Tools 13.09758
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.00983
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.27658
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.70618
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.7906
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.87808
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.96872
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 13.0626
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.523124
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755275
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.005634
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.276397
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570097
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885802
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.189741
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519371
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878021
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.230982
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.545934
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962127
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51448
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16265
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46486
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 11.97626
(394.23, 13.88, 248.93) (410.45, 9.12, 233.40) (1.88, 1.40, 1.43) Tools 12.20911
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524181
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.756407
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.00685
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277723
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.571543
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.886965
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.191004
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520743
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.879527
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.257995
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.57491
(394.23, 13.88, 248.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00865
