¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06148
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16387
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.232939
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30453
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.378734
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4557
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535523
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618332
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.704309
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808101
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.932334
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.062193
(381.33, 7.15, 349.87) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188684
