¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
©(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.35602
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9358
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69603
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.550764
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767627
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.015256
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.282827
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.562775
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84963
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.176307
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.54935
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.959462
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.394458
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.832447
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33581
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84787
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41939
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66791
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18663
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47625
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78099
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10199
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44053
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95908
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4376
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.88777
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28822
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67985
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09333
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.541577
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756281
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.003016
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.269581
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.552696
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.83873
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.161962
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.533615
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.942128
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.38929
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.821398
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32357
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.84295
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41392
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66437
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21753
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50858
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.81488
²(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13751
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47783
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8372
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31261
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.69297
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05355
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43364
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83473
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2585
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.532465
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746488
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.99081
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.256377
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.542724
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.82795
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.147662
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517933
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.924854
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.374077
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.810489
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31149
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83828
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40873
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66118
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24991
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54251
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85041
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17483
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.51699
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8784
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.15901
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.47713
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82755
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19672
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58603
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99714
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.523427
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.736806
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.978643
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.243216
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529809
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817285
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.133408
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.502303
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.90764
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.355031
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.79972
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29956
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83387
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00511
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65839
»(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28385
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.578
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8876
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21386
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55651
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77962
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.01193
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25398
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59346
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96862
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34678
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74586
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16751
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514465
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.727207
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.966515
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.230099
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.515578
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.806739
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1192
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.486725
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.890489
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.336056
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.789093
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28779
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82971
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00292
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65593
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3193
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61513
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92651
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21274
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.423
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64183
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86963
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10694
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35424
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71063
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09905
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50414
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9135
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3463
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505579
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.717689
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.954423
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.217023
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.501397
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79631
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105038
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.4712
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.873399
Õ(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.317155
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.778605
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.27617
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8258
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00104
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65383
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35632
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6539
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88895
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08738
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29375
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50845
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73191
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96464
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20714
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45997
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83372
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.23064
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65051
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08949
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53414
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496769
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708256
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.942377
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203997
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487269
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.091381
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.455736
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.856378
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.298332
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.771461
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26471
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41252
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99948
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65212
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.38195
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58357
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77106
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96592
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16851
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37928
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59859
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.82695
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06486
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31284
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57907
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96306
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36895
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79858
(425.06, 9.47, 363.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.25404
