¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¢(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9091
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708993
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999254
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313496
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.654783
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026712
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.433504
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880242
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37302
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91925
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.528
±(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16006
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82478
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5685
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1196
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75342
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4737
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.27046
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 18.10859
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 18.19933
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.44613
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.42497
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.40705
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.39235
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.38085
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.37256
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.36747
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.36556
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.3155
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711338
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001776
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316233
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.657774
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.029976
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.437073
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884186
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37738
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92406
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53339
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18083
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84795
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53317
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0694
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67589
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38828
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17586
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.99155
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 18.08974
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.25022
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.22919
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.21136
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.19672
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.18526
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.17697
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.17184
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.16988
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.12021
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713589
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.004223
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.318878
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.660666
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033131
²(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.440529
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.88798
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38158
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92874
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53865
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20171
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87121
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48787
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02035
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.59982
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30449
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.08314
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.88347
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.98392
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.06096
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.04004
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.02231
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 21.00773
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.9963
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.98802
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.98288
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.98086
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.93156
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71577
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.006579
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321444
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663441
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.036181
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443859
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891651
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3856
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93326
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54366
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22266
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89463
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44359
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97237
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.54675
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22235
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55312
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.78264
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.88179
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.87812
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.85732
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.83967
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.82515
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.81376
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.80548
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.80032
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.79826
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.74932
¡(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.717859
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.00885
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323902
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666121
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03909
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447083
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.895175
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38954
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9376
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54855
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2337
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91507
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.40025
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92548
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49583
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1419
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07119
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.68536
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.78326
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.70145
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.68077
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.6632
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.64874
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.63738
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.62911
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.62393
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.62182
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.57327
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719901
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.011011
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326279
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668707
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041897
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.450166
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898561
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3933
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9418
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55322
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23895
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87587
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35795
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8797
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.44608
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.063
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.61516
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.59152
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.68823
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.53081
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.51023
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.49275
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.47835
ª(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.46702
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.45876
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.45356
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.45141
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.40321
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721834
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.013128
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.328556
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671181
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044606
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453125
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90185
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39691
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94581
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5577
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24401
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83751
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.31658
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83493
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.39749
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0101
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.54386
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.50107
(319.27, 7.06, 369.24) (347.33, 0.33, 387.20) (2.15, 0.67, 3.99) Tools 17.59663
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.36596
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.34549
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.32809
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.31375
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.30245
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.2942
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.28898
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.28679
(319.27, 7.06, 369.24) (350.66, 1.22, 387.46) (3.81, 2.69, 7.65) Cabin 20.23892
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723701
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01514
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330753
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.673543
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.047176
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.455986
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.904961
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40035
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94965
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56203
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.24883
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.79407
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26989
(319.27, 7.06, 369.24) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78459
