¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Å(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54009
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.987659
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.402678
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859394
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36444
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92568
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55304
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15196
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62872
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14645
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76052
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.28861
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.04097
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.98749
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.96598
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.94664
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.92949
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.91451
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.90157
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.89084
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.88219
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.87844
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.93622
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.2024
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.08422
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.0852
¦(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129476
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382154
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654583
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949121
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.268513
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.615988
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.995335
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411119
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868729
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37479
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93719
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.54193
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14542
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64493
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16409
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72982
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37128
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.21168
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.11742
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.09269
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.07022
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.05004
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.03216
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.01646
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.00301
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.99171
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 13.98663
(322.61, 7.23, 366.55) (343.32, 1.32, 388.76) (0.81, 2.16, 0.81) Human 14.07759
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.29177
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.28911
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.29007
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134172
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387222
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660063
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95504
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27494
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623008
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.003035
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41955
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.878022
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38509
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94873
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52675
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12856
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66194
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18256
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74993
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37061
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99076
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77504
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.64599
µ(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.30827
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.62578
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.59727
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.57247
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.55139
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.53401
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.5203
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.51027
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.50391
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.5012
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.50215
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138865
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.3923
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665531
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.960985
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.281388
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.630006
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010698
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.42799
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.887352
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39539
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.9602
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.5118
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11192
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67965
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2018
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77094
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4359
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79927
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16011
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69178
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.36614
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.84663
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.81783
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.7928
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.7715
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.75394
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.7401
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.72995
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.7235
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.72075
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.72169
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143579
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.39735
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.670996
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.96687
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287815
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637016
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.01835
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.436389
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.89664
›(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40568
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95653
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49704
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09559
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69812
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22187
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7928
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52146
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85584
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55831
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73762
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42406
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.99936
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.98162
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.96762
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.95736
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.95083
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.94803
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.94895
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148241
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402387
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.676417
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.972752
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.294203
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.644
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026006
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.444769
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905847
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41594
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94338
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48254
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07949
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71731
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24272
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.82221
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60862
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.91198
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.98982
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78346
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.48202
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152929
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407406
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681849
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978642
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300585
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650937
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033607
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453152
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.915125
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42616
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93044
š(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46829
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06365
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72624
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26444
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90156
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69746
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96756
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46278
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82928
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54002
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.157568
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.412432
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687239
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984494
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.306957
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.65788
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041204
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461491
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9243
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43244
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91771
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45422
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04807
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70886
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.28694
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98232
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.78795
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.02265
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69762
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87512
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.59804
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.69295
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.67596
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.66267
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.65306
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.64714
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.64491
(322.61, 7.23, 366.55) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 24.69667
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.162223
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417408
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69266
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990361
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.313304
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664804
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.048781
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.469821
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.933517
(322.61, 7.23, 366.55) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42758
