¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.91286
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85739
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.88094
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.8588
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.75904
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.74126
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.72556
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.71195
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.7004
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.77028
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.08789
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.07753
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.77649
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339283
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565534
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.809597
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073608
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.360061
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70526
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104728
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.449129
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.802993
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.189229
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562475
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925213
Ü(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31814
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96168
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91094
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96817
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.95744
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.81856
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.79651
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.6972
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.67949
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.66386
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.6503
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.6388
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.8589
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.49331
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.49452
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338239
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56443
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.808406
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072314
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35863
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701045
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100049
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.482543
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839366
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.228975
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.601383
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967222
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36367
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90961
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83796
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01517
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05859
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.43731
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.85589
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.63793
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.62029
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.60473
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.59122
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.57977
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.25257
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.92468
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337179
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563278
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.807171
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.070984
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357178
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.69661
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095135
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.516318
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876171
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.269239
Ú(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.640992
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01003
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41009
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85776
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76529
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9272
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07577
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.33522
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.53775
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.58119
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.56362
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.54811
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.53467
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.52326
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.71091
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.38448
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.336104
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.562123
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.805916
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.069608
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355712
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691993
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090021
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532804
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.913424
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310004
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.681359
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05371
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45744
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89664
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69297
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85802
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05945
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31581
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.29347
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.52693
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.50942
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.49398
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.48058
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.46921
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 15.21332
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335024
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560943
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804629
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068229
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354216
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687191
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084677
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.526851
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951143
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351257
å(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.722503
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09817
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50568
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94919
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62101
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85003
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0431
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2964
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77115
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.73003
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.71435
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.70076
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.68923
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.67976
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.04302
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.03513
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.02935
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.02567
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.02408
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.02459
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.02718
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.335235
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.55974
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.803342
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066831
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352693
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682188
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079133
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.52065
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989293
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.393059
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.764387
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1435
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55489
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00277
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56992
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84111
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02714
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27692
(381.72, 13.90, 258.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76639
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.1518
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.13324
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.60416
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.10255
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 14.09041
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.92241
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.89447
(381.72, 13.90, 258.75) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 13.88875
