¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ğ(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.064415
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.57526
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.56531
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.55843
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.55463
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.5539
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.55623
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355865
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.578291
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.822854
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.100392
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380798
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.704255
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.068642
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.431942
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.840693
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.280538
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.756265
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.29777
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.90668
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.58878
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3719
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26949
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31725
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.53421
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.97952
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86614
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.91348
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.6166
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.59428
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.57507
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.55896
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.54595
Ñ(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.53601
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.52915
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.52535
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.52462
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.52695
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.361207
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.584038
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828239
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.106012
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386894
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.708411
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.072876
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.436583
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.845093
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.285399
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.76272
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30512
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.91501
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59896
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38333
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.28254
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32972
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.54834
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03831
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87422
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94413
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.59034
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.56805
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.54886
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.53278
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.51978
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.50986
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.503
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.49921
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.49848
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.50081
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.366551
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.589789
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833547
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111637
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392996
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.712317
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077118
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.441231
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.849501
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.290272
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.769192
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31251
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.92336
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.60917
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39479
ş(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29561
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.34222
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52074
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04498
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88238
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06787
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.56721
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.54494
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.52578
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.50972
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.49674
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.48682
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.47998
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.47619
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.47546
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.47779
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.371901
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595547
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838774
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.117268
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399107
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71597
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.081367
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.44589
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.853921
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.295157
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.775673
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.31995
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93173
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61939
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40627
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30873
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35477
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52637
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05175
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89055
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15017
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.5472
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.52496
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.50582
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.48977
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.47679
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.46689
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.46006
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.45627
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.45554
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.45787
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.377251
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.601305
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.843921
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.122902
Û(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.405219
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.719369
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.085624
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.450555
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.858348
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.300053
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.782166
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3274
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94011
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62964
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41778
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32187
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24565
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53207
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05854
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89884
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16047
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.53029
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.50807
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.48894
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.4729
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.45995
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.45005
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.44322
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.43944
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.43871
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.44104
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.382604
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.607064
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.848988
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.128541
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.411338
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722516
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.08989
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.455229
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.862784
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.304957
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.788673
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33486
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.94851
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63991
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42932
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15112
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25054
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5378
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0654
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.90717
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17082
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.51647
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.49426
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.47515
è(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.45912
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.44617
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.43629
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.42946
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.42568
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.42495
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.42727
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.387957
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612826
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.855164
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.134181
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.417458
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.725406
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.094157
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.459907
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.867229
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.309873
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.795188
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34234
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95692
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6502
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20507
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15536
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25545
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5436
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07229
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91557
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18126
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.50573
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.48352
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.46443
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.44841
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.43546
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.42558
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.41876
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.41499
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.41426
(322.14, 7.32, 368.51) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 20.41658
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.39331
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.618587
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.861382
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.139823
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423582
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732029
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.09843
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.464589
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.871682
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.314795
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.801714
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34986
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.96535
–(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.37934
(322.14, 7.32, 368.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20878
