¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.62315
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.96441
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.95003
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.93791
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.92803
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.92039
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.91499
¨(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.011771
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.164973
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331636
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.511494
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.704795
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.913064
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.137093
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380225
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.644448
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932724
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.256591
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.609277
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.003545
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.437082
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.916709
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.448954
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0549
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76857
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59422
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55988
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6205
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98849
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.99485
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.97368
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.95481
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.9382
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.92387
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.91178
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.90193
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.89432
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.88894
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.009231
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.162264
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.328701
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.508292
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.701352
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.90935
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.133053
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.375844
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639682
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927076
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.250386
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.602602
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.99536
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.428276
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.906514
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.437597
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04016
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75037
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57164
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53204
ç(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58702
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.94841
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.97083
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.94971
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.93088
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.91432
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.90001
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.88796
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.87814
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.87055
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.86519
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.006772
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.159641
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.325846
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.505172
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.697996
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.905734
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.129142
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.37158
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635041
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.921583
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.244311
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.596098
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.987334
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.419686
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.896551
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.426519
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.02567
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73252
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54943
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50429
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55425
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.9092
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.94913
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.92805
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.90926
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.89273
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.87846
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.86643
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.85664
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.84907
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.84373
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.004396
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.157106
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.323073
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.502137
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.694733
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.902214
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125361
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367432
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.630529
×(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916675
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.238366
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.589771
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.979464
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.411318
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.886822
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.41572
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01143
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71741
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52759
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47699
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.52219
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87087
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.92972
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.90868
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.88992
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.87343
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.85918
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.84718
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.83741
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.82986
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.82453
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.0021
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.154657
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.320379
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.499185
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.691557
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.89879
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.121687
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363398
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.626142
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911909
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.232551
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.583617
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.971751
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.403167
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.877322
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.405198
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.999529
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70267
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50626
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.45016
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4909
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83343
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.9126
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.89159
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.87286
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.85639
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.84217
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.83019
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.82044
±(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.81291
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.8076
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.999885
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.152296
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.317766
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496315
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.688472
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.895464
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118124
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.359482
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.621882
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.907283
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.226868
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.577637
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.964197
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.395235
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.868054
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.394953
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.987947
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68831
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48843
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42379
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.46028
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79683
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.89774
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.87676
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.85806
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.84161
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.82741
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.81545
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.80572
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.7982
(330.93, 7.76, 366.53) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 14.7929
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.997753
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.15002
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.315234
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.49353
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.685478
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.892236
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.114669
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.355682
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617749
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.902801
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.221316
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.57183
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9568
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.387521
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.859018
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.384987
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.976684
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67432
à(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47105
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39787
(330.93, 7.76, 366.53) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43036
