¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ê(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.427992
(394.66, 14.01, 247.94) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.715316
(394.66, 14.01, 247.94) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.366509
(394.66, 14.01, 247.94) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.319911
(394.66, 14.01, 247.94) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.275057
(394.66, 14.01, 247.94) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.25708
(394.66, 14.01, 247.94) (376.16, 8.72, 264.70) (2.07, 2.22, 3.94) Tools 8.303797
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.207789
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.372668
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550229
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.740814
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.945871
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.609665
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858243
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127348
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419564
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735823
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086967
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474406
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90226
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.377048
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.906921
(394.66, 14.01, 247.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4638
