¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ÿ(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.489342
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481199
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.746174
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.038993
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.352152
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.697742
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.079996
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.495941
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.95841
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.475645
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05788
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71126
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45825
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29725
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25048
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.36629
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.68993
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.19905
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.03728
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.18073
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.8511
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.132648
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.288769
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.45531
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.633289
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.824608
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.030333
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25209
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485489
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751394
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.044695
›(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.357384
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.703708
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.086169
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.502779
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.966038
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.484196
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06754
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72141
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46884
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.30883
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.26396
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.38215
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.70887
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.22537
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.07039
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.22728
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90264
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.135808
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.292137
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.458854
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.637084
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.8287
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034736
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.256839
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489943
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.756742
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.050536
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.362803
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709853
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.092558
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50986
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.973933
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.49305
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07755
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.73199
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47993
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.321
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27812
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39882
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72877
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.25296
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.10521
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.27591
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.95687
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.139052
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.295598
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.4625
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.641003
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.832907
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.039263
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.26145
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494563
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.762218
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.056516
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.368411
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.716179
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.099161
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.517179
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.982097
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.502205
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08789
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74301
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49152
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33376
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29295
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41629
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.74963
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.28185
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.14229
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.32664
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.01383
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.142383
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.299151
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.466245
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.64503
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.83723
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.043912
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.265884
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.499348
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.767822
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.062638
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.37421
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.722684
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.10598
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.524738
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.99053
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.511662
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09858
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75446
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50363
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3471
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30848
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.43457
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77147
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31202
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.18361
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.37951
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.07354
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.145802
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.302797
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.470092
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.649163
œ(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.841665
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.048686
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270471
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.5043
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.773552
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.068898
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.380198
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.729366
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113013
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.532539
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.999229
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.521423
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10961
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76635
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51624
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36103
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32468
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.45365
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79429
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.34541
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.22663
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.43451
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.13327
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.149306
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.306527
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.474039
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.653401
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.846215
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.053583
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.27521
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.509418
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.77941
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.075298
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.386374
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.736231
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120267
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.54058
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.0082
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.531486
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12098
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77868
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52936
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37554
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.34157
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47355
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.81807
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.3804
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.27135
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.49168
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.19552
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.152896
 (436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.310313
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478085
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657745
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.850879
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.058602
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280105
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514702
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.785395
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.081836
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.392739
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.743274
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.127733
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.548862
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.017437
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.54185
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1327
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.79145
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.543
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39064
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35915
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49427
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.84285
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.41663
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.31779
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.55104
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.26061
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.156573
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.314192
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.482231
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.662195
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.855657
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.063743
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.285151
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.520153
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.791508
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.088132
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.399295
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.750495
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.135416
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.557383
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.026944
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.552522
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14476
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.80466
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.55715
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40634
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37743
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.51581
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.86862
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.45411
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.36599
¢(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.61262
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.32858
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.160334
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.318167
(436.34, 15.14, 249.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.486476
