¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
 (343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.05849
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.17856
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.82687
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62378
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72249
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14158
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.10696
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.64223
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.241299
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.656521
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.117235
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.631267
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.20834
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.86069
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.67903
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79424
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.254
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.25769
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.13127
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.260021
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.677271
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.140353
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.65717
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.23756
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.8939
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.73321
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86476
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3651
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.44543
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.28974
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.278358
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.697598
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.163004
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.682562
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.26621
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.92647
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78627
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93399
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.47475
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63297
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.63638
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.296299
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.717492
È(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.185182
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.70743
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.29428
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.95838
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83819
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.00186
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.58283
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81874
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.99388
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.31384
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.736944
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.20687
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.731759
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.32174
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.98963
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.8889
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.0683
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68737
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.00247
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.35607
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.330971
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.755949
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.228065
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.755539
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.3486
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.0202
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93838
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.13327
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78831
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.16416
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.73613
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.347682
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.774491
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.248752
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.77875
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.37483
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.05005
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.9901
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.19667
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.88731
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.33041
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.16517
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.363969
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.792567
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.268918
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.801391
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.40042
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.07919
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04246
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.27783
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99002
¸(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.52
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.59289
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.379818
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.810163
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.288558
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.823444
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.42535
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.10759
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09334
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.36122
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09188
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70594
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.05848
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.39523
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.827271
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.307657
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.844895
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.4496
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13545
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.1427
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44248
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19128
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.88783
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.55491
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.410189
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.843884
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.326207
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.865735
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.47318
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17125
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.19047
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.52153
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28807
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.02658
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.98256
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.424691
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.859993
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.344198
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.88595
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.49605
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.20578
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.23661
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.59826
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38213
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.15959
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.46542
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.43873
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.87559
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.361619
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.905532
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.51821
¶(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.23899
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28108
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.66908
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.47181
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.28797
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.84645
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.452297
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.890664
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.378466
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.924468
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.53965
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27086
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.32382
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.73558
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55779
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.43057
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.465388
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.905213
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.394722
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.942749
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.56035
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30136
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36478
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.79969
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.64067
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.57533
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.477992
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.919225
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.410382
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.960365
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.5803
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33046
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40308
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86132
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.72032
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.71333
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.490107
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.932691
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.425438
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.977299
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.59948
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35813
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43949
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.92039
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.79662
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.84901
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.501723
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.945608
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.439881
(343.10, 7.77, 311.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.99355
