¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947299
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60397
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52094
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.29232
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26052
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18637
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27228
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52753
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01649
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.99949
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.97894
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.96216
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.94912
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.93981
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.93423
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.93237
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.93424
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236854
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.449847
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.678948
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92599
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.193121
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482847
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.79811
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142371
™(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.519759
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935236
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394774
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.90572
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29465
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95715
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71264
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53288
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3058
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17723
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09763
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42474
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.23787
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.15869
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.08287
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.01036
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.9411
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.91749
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.90813
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.90145
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89744
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89611
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89745
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.234038
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.446823
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.675693
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922461
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.189293
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.478716
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.793589
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.137443
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514349
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.929264
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388161
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898338
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37967
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05374
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82338
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53907
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3024
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11668
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03167
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42016
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 18.01863
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.99571
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.97552
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.95805
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.94329
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.93123
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.92187
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.91518
²(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.91117
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.90983
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.91117
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231243
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443826
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.672459
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.918978
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185526
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.474608
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.789129
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132548
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.508973
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923333
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381586
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.891003
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.46059
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10153
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82802
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.83972
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.77222
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.74932
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.7282
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.70875
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.69108
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.67499
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.66064
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.64796
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.63688
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.62743
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.61964
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.63343
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.74002
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228464
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440843
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.669246
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.915515
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.181779
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.470531
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.784684
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127676
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.503634
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917443
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375058
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.883727
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45243
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09231
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.82521
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.69856
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.65721
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.63605
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.61656
·(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.59872
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.58259
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.568
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.55512
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.54384
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.53411
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.52602
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.51951
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.52892
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.59185
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.7969
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225705
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437871
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.666036
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.912064
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.17805
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.466454
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780271
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.122858
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498328
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911581
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.368576
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876497
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44433
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08317
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.75024
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.64986
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.61343
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.59304
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.5743
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.55723
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.54177
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.52793
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.5157
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.50508
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.49606
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.48864
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.48277
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.4913
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.54658
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.6899
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.222964
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434929
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.662879
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.908649
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.174347
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.462459
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.77589
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118067
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.493057
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905772
Á(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362144
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.86934
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43629
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0741
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.75298
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.65186
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.61532
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.59548
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.57731
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.56076
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.5459
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.53261
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.52094
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.51089
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.50241
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.49555
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.49025
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.49909
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.55567
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.7071
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.220244
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432001
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659739
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.905246
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.170662
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.458454
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.771539
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.113303
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487848
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.900033
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.355735
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862221
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42832
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0651
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.83744
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.70543
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.6636
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.64439
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.62684
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.6109
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.59664
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.58401
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.57296
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.56357
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.55574
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.54954
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.54488
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.55569
(328.92, 7.34, 374.89) (354.55, 1.12, 366.79) (0.81, 2.16, 0.81) Human 10.62557
(328.92, 7.34, 374.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.217542
