¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254933
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.353998
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.402096
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.824264
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37261
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98721
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76152
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9084
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09782
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24433
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.66315
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.42883
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.81606
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.51271
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.018018
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.252593
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.507203
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782575
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.03129
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.813953
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173665
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.569519
•(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021138
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.18929
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.360832
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.842263
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39431
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01162
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.78495
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88165
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11146
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2652
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.69957
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.47079
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82203
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52021
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.016802
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.251272
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505767
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.782919
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517966
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.849322
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.212523
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.612312
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.062488
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.073565
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.377231
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.860443
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.41619
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03624
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.80838
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85338
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.11792
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.28608
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.73013
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51281
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82817
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52793
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.015494
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.249854
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.504227
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781238
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.550477
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884928
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25163
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.655525
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.915082
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.975683
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.393789
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.878801
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43826
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06107
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83181
Ÿ(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.82364
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12071
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.30699
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.75855
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67153
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.83448
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53593
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.014096
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.248339
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.502576
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274312
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.583223
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.920777
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.291059
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699011
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.780219
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.976794
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.410502
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.897339
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45622
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08611
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.85522
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79245
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12313
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.3279
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.787
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67676
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84095
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5441
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012607
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.246724
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50082
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304521
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.61616
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.956858
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330744
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.666059
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.690644
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.991375
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.42737
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.916052
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47101
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11135
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87862
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80839
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12517
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.35065
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.81547
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68219
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84759
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.5525
­(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.011028
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245013
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.046254
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334863
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.649302
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.993183
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370689
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.535305
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.617833
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.006135
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.437402
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.934939
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.48577
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13678
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.902
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.83525
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.12684
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.38053
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.84395
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.68769
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.85441
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56115
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.00936
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243204
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074324
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.365405
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.682654
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029702
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410941
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.428905
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.631465
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.021069
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.448982
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.954002
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.50216
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16243
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92509
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.86208
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14253
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.41078
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.87246
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69339
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86142
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55636
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.007603
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.784438
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.102516
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396113
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716174
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.066488
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.320374
Ÿ(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.348978
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.645253
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.036177
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.465607
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.973236
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.52363
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.18826
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94773
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.88886
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.16033
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.43699
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.90096
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69917
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.86859
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54916
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.005758
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771126
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129086
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426954
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749893
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.10348
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.20703
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.28855
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.659198
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.051458
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.482426
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.992643
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.54529
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2143
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97032
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9156
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.17811
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45327
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92869
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70514
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87593
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56574
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435967
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757475
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113853
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.457986
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.783825
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.126868
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.113869
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.297106
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.673297
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.066913
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.499438
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01222
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56715
(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24052
¦(336.40, 7.51, 349.73) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99286
