¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ø(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297431
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36252
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.01256
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.621489
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.804728
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.001239
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.214393
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.44652
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.697701
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.374433
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.743978
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.153784
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610726
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.124501
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.765074
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50402
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39731
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5293
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11761
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90788
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.605213
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.787298
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.983723
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.19765
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.428436
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.678109
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354487
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721907
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129234
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583317
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084245
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718831
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45039
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31427
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42187
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.87201
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.81303
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.589076
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.770554
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.968302
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.181042
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.4105
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.658683
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.334541
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.699853
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104756
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555898
Ö(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043986
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.672635
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39693
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23165
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31605
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63283
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29021
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.573081
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.756309
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.953003
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.164568
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.392713
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.639425
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314606
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.677809
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080256
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528536
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008313
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626593
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34106
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1496
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21184
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3999
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77544
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.559813
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.742178
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.937828
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.148231
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.375078
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.983284
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294713
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655816
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055795
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.501223
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.975097
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580619
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28529
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06795
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10918
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17297
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.55326
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.546727
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.72816
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.922776
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.13203
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.357594
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.967911
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274823
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.633849
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031381
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471707
Ë(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942035
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.534848
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22988
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99121
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00808
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95916
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33735
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.533745
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.714255
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.907849
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.115967
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.340263
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95265
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.254948
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.611876
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007023
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.442275
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.90917
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489138
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17486
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92756
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90855
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84303
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1276
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.97204
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.520868
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.700466
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.893049
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.100043
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.323086
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937496
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.235109
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589962
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982678
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412995
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876493
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.443613
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12016
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86434
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81053
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72887
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92368
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.9059
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.508097
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.686792
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.878375
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.084259
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.306062
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.922438
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.215297
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.568094
¾(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.958367
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38389
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843981
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.398237
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06582
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8016
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71399
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61658
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72547
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.84532
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.495433
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.673235
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.86383
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.068615
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.289193
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.90744
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.195477
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546227
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.934171
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354944
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.811663
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35303
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01188
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7394
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61894
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50614
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59024
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.78187
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.482876
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.659795
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.849413
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.053113
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.276342
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892561
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178801
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.524418
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909976
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.326144
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779565
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.307947
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958295
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6776
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52534
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39897
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47015
(378.02, 9.87, 325.48) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.7192
