¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ª(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64182
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11888
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57475
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05816
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57391
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15315
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58197
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21375
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.11556
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.1104
(336.72, 7.03, 319.03) (325.41, 1.25, 345.71) (1.46, 2.50, 0.44) Cabin 16.10766
(336.72, 7.03, 319.03) (325.41, 1.25, 345.71) (1.46, 2.50, 0.44) Cabin 16.10732
(336.72, 7.03, 319.03) (325.41, 1.25, 345.71) (1.46, 2.50, 0.44) Cabin 16.09781
(336.72, 7.03, 319.03) (325.41, 1.25, 345.71) (1.46, 2.50, 0.44) Cabin 16.08223
(336.72, 7.03, 319.03) (325.41, 1.25, 345.71) (1.46, 2.50, 0.44) Cabin 16.06907
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.13002
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 16.14174
(336.72, 7.03, 319.03) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 16.05385
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949843
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.204264
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.481458
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.782087
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.109107
®(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457374
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816401
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214887
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67012
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16557
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7304
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18206
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64342
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12886
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65099
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36714
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67068
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31051
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.68201
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.67649
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.67332
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.67249
(336.72, 7.03, 319.03) (325.41, 1.25, 345.71) (1.46, 2.50, 0.44) Cabin 15.67399
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.67784
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.68403
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.69257
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.70346
(336.72, 7.03, 319.03) (325.73, 2.56, 346.86) (2.10, 0.13, 2.78) Cabin 15.61745
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958813
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.216035
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.494229
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795906
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1242
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478901
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.839875
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.242481
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.700598
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19039
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76319
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24642
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71341
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20101
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72968
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60282
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.76146
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.2815
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.27338
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.26754
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.26399
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.26272
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.26373
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.26701
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.27258
(336.72, 7.03, 319.03) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 15.28043
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 15.29057
(336.72, 7.03, 319.03) (327.17, 2.56, 346.47) (2.10, 0.13, 2.78) Cabin 15.2063
¨(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.969622
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.227781
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.506935
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809741
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139267
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499169
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863534
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.270166
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.731209
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21538
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79593
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31206
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78391
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27466
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.806
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84589
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.85442
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.89598
(336.72, 7.03, 319.03) (326.86, 1.25, 345.32) (1.45, 2.50, 0.40) Cabin 14.88764
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.88153
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.87764
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.87597
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.87653
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.87931
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.88431
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.89153
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.901
(336.72, 7.03, 319.03) (327.17, 2.56, 346.47) (2.10, 0.13, 2.78) Cabin 14.81844
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.980485
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.23949
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519641
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.823555
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.154344
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515639
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.887304
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297955
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754275
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24048
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8287
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37889
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85299
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34981
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88223
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09674
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.54223
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.53152
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.52299
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.51664
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.51246
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.51044
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.51059
²(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.51291
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.5174
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.52405
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.53289
(336.72, 7.03, 319.03) (327.17, 2.56, 346.47) (2.10, 0.13, 2.78) Cabin 14.45199
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991315
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.251204
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532312
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.837318
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.169334
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532091
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.911222
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325835
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.777092
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26573
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86144
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44696
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92344
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42388
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96007
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.21029
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.19733
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.18651
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 14.17782
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.17126
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.16681
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.16449
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.16427
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.16617
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.17019
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 14.17633
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 14.18459
(336.72, 7.03, 319.03) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 14.10526
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.002119
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262866
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.544931
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851075
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184344
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.548492
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935254
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.353844
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800045
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29109
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89419
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51633
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99526
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49671
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03951
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.88341
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.87041
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.8595
´(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.85068
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.82223
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.81756
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.81496
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.81442
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.81594
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.84122
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.84688
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.85461
(336.72, 7.03, 319.03) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 13.7768
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.012861
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.274505
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557569
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.864769
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.199299
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564873
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959429
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.375938
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.823062
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31658
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92694
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.58697
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06734
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.571
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17693
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.57317
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.56015
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.54918
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.49222
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.51212
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.50725
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.50439
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.50355
(336.72, 7.03, 319.03) (328.31, 1.25, 344.92) (1.46, 2.50, 0.44) Cabin 13.50473
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.52913
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.53435
(336.72, 7.03, 319.03) (327.04, 1.22, 346.59) (7.62, 2.69, 4.12) Cabin 13.5416
(336.72, 7.03, 319.03) (328.62, 2.56, 346.07) (2.10, 0.13, 2.78) Cabin 13.46523
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023606
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286104
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.570145
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.878448
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.214227
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.581236
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.983738
(336.72, 7.03, 319.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.396964
