¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.021753
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10011
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37091
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61831
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.93675
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.011819
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.542772
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.14181
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.82282
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.60373
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.51519
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.53042
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.65549
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.65544
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.71618
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.77172
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02521
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29561
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.51871
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.83758
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.006954
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.537294
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.1356
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.81572
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.59554
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.50637
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.50909
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.62449
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.60494
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67493
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.90414
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.94784
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22068
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.42217
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72924
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.91746
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.001323
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.530951
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.1284
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.80749
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.58605
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.496
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.48638
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5921
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.55415
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.63302
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.8557
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87084
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14401
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.3394
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.6229
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79996
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.994923
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.523745
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.12023
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.79815
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.57527
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.48407
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.46231
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.55836
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.50309
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.59047
‚(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80638
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.03681
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05706
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.25763
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51855
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68473
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.98776
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.515679
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.11109
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.7877
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.56321
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.46354
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.4369
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52328
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.45176
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.54729
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.75374
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.97226
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.97059
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.17686
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.41611
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57529
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.979838
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.506761
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.10098
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.77615
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.54989
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.44177
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41016
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48689
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.4002
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.50351
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.70054
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.90758
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.14637
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07329
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.31561
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.47803
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.970836
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.496998
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.08991
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.7635
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.5353
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41877
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.38212
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.44922
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.34841
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.45914
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.6468
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.8428
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.06927
å(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.97068
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22714
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38264
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.960962
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.486393
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.07789
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.74977
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 11.51947
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.39456
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.3528
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.41029
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.2964
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41421
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.59254
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.77791
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.9927
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.24449
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.12096
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28909
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.950342
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.474958
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.06493
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.73497
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.5028
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.36915
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32222
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.37014
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.24419
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.36872
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.53777
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.71295
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.91667
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.16066
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.42302
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.19069
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.938982
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.462698
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.05104
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.7191
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48487
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34258
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.29041
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.32879
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.19949
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3227
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.48253
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.64793
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84118
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.07783
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.32982
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.50022
Í(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.92689
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.449443
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.03623
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.70218
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.46571
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.31484
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.25738
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.28627
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.16204
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27616
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.42682
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58254
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.76623
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.996
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.23771
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.40035
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.59685
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.915381
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.435019
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.0205
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.68423
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.44532
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28597
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22316
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.24261
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12367
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.22913
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.37067
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.51698
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69184
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.91516
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.14658
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.30236
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.49656
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.904664
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 9.419794
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.00387
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 10.66526
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42371
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25599
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.18735
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.19783
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.08439
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.18161
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.31372
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.45142
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.61801
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.83532
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.05661
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.20622
(340.97, 7.29, 311.03) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.39851
