¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‘(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.079723
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.26754
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.25848
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.25245
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.24944
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.24946
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.2525
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.363083
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58386
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821614
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078213
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.35603
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.657742
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.98652
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353874
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.733458
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125433
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5557
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12584
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29482
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83416
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78867
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00741
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80673
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18748
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.56024
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.53254
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.50798
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.48653
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.46818
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.45291
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.44071
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.43157
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.4255
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.42246
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.42249
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.42555
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.362509
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.583245
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820907
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.077476
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.355224
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656865
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.985542
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353658
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743501
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13644
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573534
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14586
‘(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79272
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32584
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86827
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98799
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13121
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84819
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.92719
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76125
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.7126
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.68782
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.66619
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.64767
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.63227
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.61997
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.61076
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60463
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60157
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60159
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.60469
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361914
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582601
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820206
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076727
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.354429
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656022
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984624
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.353339
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.753728
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.147618
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.591311
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16589
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80451
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3575
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90311
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19079
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17801
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8908
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77277
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08366
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.4658
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.361338
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581974
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819551
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075999
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353639
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655165
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983675
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352977
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764077
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.158937
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609072
„(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18592
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8063
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38978
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93866
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.397
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.21761
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.93453
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83167
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03043
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.44146
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360723
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581336
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818847
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.075258
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352827
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654275
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.982721
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352576
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770171
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.170419
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.62678
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2059
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80815
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42269
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97493
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55978
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25821
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98205
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89182
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97777
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24919
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.360149
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580732
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.818174
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074522
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.352051
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.653413
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981793
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352091
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769643
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.182068
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644507
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22583
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81007
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45626
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0119
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54469
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29992
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03656
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95332
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92562
ˆ(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.02728
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359604
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580086
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81751
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073821
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.351257
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652546
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980859
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.351573
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.769056
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.193872
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.662155
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22912
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81204
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49048
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04962
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52924
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34264
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09222
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01609
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.87404
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.80885
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359001
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579478
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816856
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.073084
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350473
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651715
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.979922
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350983
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.768411
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205821
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679802
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23093
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.81409
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51738
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08806
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51343
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38644
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.14901
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.07021
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82294
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59376
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35844
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578867
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816194
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.072376
(337.65, 7.54, 330.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.349723
