¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16753
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.787023
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.983343
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.193857
Ÿ(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.42072
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.666542
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.933345
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212786
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.516869
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.84894
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.214788
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.608093
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.04317
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.535706
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08545
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67901
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.34609
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.10237
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.96834
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.97242
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.15497
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.6048
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.58917
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.44502
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.786252
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.982511
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192962
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.419751
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.665363
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.931535
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.210822
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.514728
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.846598
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.211897
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60475
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.038907
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.530837
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07906
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67183
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33677
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09024
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95271
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.95229
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.12432
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.55708
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.54051
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.38171
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.785496
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.981701
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.192091
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418812
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664205
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.929788
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.208924
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.512659
 (435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.844336
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.209064
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.60153
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.034737
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.526091
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07286
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66487
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.32772
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07843
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93744
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.93151
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.09423
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.51014
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.49208
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.31841
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784757
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980914
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.191245
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417899
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.663063
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.928102
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20709
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.510661
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.842151
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.206292
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.598436
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.030654
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.521467
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06685
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65812
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31894
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.06693
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92253
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.90994
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.06471
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.46396
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.44388
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.244
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.784034
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.980149
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.190421
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.417011
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.661941
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926473
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.205324
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.508736
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.840045
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.203578
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.595463
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.026663
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.516965
Ë(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06103
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65158
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01805
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80924
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71416
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.07883
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.03575
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.41854
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.38342
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.16673
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783326
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.979408
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.189623
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.41615
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.66092
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.924908
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203624
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.506884
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.838021
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.200999
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.592616
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.022758
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.512584
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69995
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30433
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9998
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78846
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69031
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73135
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.20078
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.3771
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.32136
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.10223
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.782634
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.978689
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.188849
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.415316
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.660018
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.923403
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.20199
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.505103
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.836073
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198861
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.589892
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.056589
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13099
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69217
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28844
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98185
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76807
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6669
ß(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70415
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82506
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.33658
(435.09, 13.85, 288.92) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.25998
