¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.404292
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.676356
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.25436
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83441
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40445
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.01346
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72998
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.56919
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.56883
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03858
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.086067
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.269777
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.482306
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.702613
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.920215
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.153524
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.418143
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.699428
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.974535
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289413
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.647932
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.996993
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.327489
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.69184
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.26834
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.86358
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43764
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.05035
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.7689
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.60774
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.6056
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.05885
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.089468
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.273267
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.486053
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.708411
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.926422
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.160181
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425302
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.709253
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.98511
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300756
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662298
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.012931
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.34484
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.707833
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28216
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89341
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47161
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.08814
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.80875
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6473
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64333
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37325
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092981
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.276812
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.489859
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.714374
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.932801
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.167025
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432617
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.71936
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.995987
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.312324
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674933
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02928
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.362777
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.724338
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.2958
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.9239
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50628
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.12683
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84954
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.68789
­(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.68202
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39508
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.096609
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.280413
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.493724
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.720501
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.939359
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.174061
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.440087
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.728972
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.00717
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.324121
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.687822
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.046045
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.381309
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.741361
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.30928
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.95504
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54091
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.16643
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89129
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7295
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.72168
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41125
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.100351
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.284067
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.497647
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.726792
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.946093
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.181283
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.447711
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.737229
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.018659
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.336148
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700959
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.063224
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.400435
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.758897
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32257
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.98686
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57629
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20695
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93401
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.77217
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65863
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.3314
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104207
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.287778
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.501631
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731584
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.953002
­(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188696
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455492
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745654
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.030456
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.348403
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.714351
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.080826
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.420162
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.778867
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33569
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.01935
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.61243
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.2484
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97769
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.81589
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.7014
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23152
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.108175
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.29154
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.505671
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735932
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.960088
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.196298
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.463426
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.754248
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.042558
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.360888
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.727996
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.098845
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.440494
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.800832
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34863
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05251
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.64934
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29079
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.02237
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58841
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74475
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12386
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.112258
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.295815
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50977
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740345
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.967351
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.204092
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471516
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.76301
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.05497
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.373602
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.741891
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.117289
µ(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.461435
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.823458
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36137
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.08636
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.68703
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.33413
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.06803
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63902
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.78869
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00884
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.116453
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.300286
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.513927
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744819
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.974788
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212074
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479759
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.77194
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.06769
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.386544
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.75604
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.136156
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.482988
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.846751
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.37393
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.1209
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72549
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37843
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79592
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69083
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83322
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22854
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.120761
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.304877
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.518139
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.749354
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.982402
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.220246
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.488156
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.781037
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.080721
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.399716
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.77044
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.15545
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.50516
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.870717
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38629
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.15613
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.76474
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42371
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.84259
Ä(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74381
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87834
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93525
(427.02, 10.05, 361.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.125185
