¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¡(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73913
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.30074
¬(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65322
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.96013
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65442
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18116
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77635
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.71775
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.82015
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.85833
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.0661
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.97358
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.96707
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.09971
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.06904
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.96811
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585724
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.836449
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110984
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.409615
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735658
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092967
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.486217
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921042
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.417549
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.979205
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61379
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33633
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13398
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04914
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08494
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29081
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63977
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92634
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57402
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.8546
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.43721
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.29899
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.33816
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.28929
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.47571
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.4281
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.61811
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.55203
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.48968
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.43101
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 23.03578
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.5844
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833515
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.107769
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.40614
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.731853
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.088792
§(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481597
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.915942
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.408694
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.969213
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60245
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32336
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12446
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03811
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0643
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26639
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61098
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.89287
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45872
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.65604
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.50635
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.36201
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.39747
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.35291
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.46785
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.66043
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.37756
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.3715
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.36864
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.36896
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 23.10732
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.580622
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.830483
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104512
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402568
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.727925
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.084471
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476857
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.910674
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.399605
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.958973
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59084
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3101
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11467
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02154
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04339
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24169
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.58253
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85981
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28715
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.46248
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05249
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.26234
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.18672
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.17196
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.70897
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.44735
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.44128
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.4384
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.43873
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 23.18277
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576075
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.827351
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101118
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398857
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.723899
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.080032
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471953
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905223
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.390287
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.948503
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57893
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29651
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.10458
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00338
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02219
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21672
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82714
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21363
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.30371
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.57958
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.33639
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.25588
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.24106
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.64344
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.52083
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.51473
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.51185
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.51218
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 23.59644
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.571927
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.82414
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097606
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.395072
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719728
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075473
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466926
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.899634
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.380761
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.93778
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56679
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2826
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.09423
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98498
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00078
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19141
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47415
Ÿ(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79486
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13125
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26718
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48721
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 22.8264
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.41424
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.32855
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.31367
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.81372
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.11397
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.09085
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.58904
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.58937
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568879
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820853
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094035
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391171
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715466
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.07078
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461753
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.893903
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.37417
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.927162
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55435
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26839
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08356
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96639
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9791
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16584
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.41863
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76298
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04648
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23217
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.54691
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 21.37039
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.49594
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.40479
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.38987
(334.68, 7.48, 353.15) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 20.87
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.565755
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817468
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090345
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387154
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711077
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065964
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456442
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.888009
(334.68, 7.48, 353.15) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.371095
