¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ç(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05661
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03267
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03868
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21876
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.61816
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09663
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58395
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9063
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.9703
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.322138
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.564044
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.826258
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.109693
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.423202
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.770214
á(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.146727
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.561088
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.02145
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524916
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09197
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43175
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17658
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02734
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02327
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20064
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5917
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.14244
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59256
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89475
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19917
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.323435
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.565447
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.827782
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.110776
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.425241
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.772456
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.14779
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.562424
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.022938
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524795
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09183
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71704
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17183
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02183
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00761
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18221
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55205
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.16589
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60209
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.84013
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.13149
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.32465
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.566764
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829212
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111773
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42715
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.774555
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.148862
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.563611
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.021826
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524509
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09151
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71394
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16687
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01614
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.99522
ç(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.16349
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5123
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11789
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58703
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.78696
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.06581
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.325788
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567996
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.830548
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112685
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428926
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.77651
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.1498
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.564651
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.019896
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.524066
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.09029
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.71069
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16174
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01028
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98841
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13657
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47243
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.06984
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54128
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7354
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.00209
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.98063
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326843
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.569139
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.831792
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113605
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.430573
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.77832
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.150602
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.56554
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.018171
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52346
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08676
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7073
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15647
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00424
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9814
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10288
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43248
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02164
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4737
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.68527
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89863
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.59832
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.327821
Ñ(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.570197
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.832941
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.114987
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.432087
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779985
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.15127
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.56628
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.017488
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.522696
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08362
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70375
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40427
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.99803
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97417
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.06911
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39241
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.95972
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38597
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.63667
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55389
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.23102
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.328716
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.571167
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.833626
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.116249
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.433469
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.78066
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.151799
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.566866
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.016659
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.52177
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08035
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70006
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39868
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9916
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94664
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03524
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35227
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8931
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56059
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22218
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.87786
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5788
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329531
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572051
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834148
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11739
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.434717
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780491
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.152197
ß(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567306
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.01569
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.520686
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07695
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69621
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39294
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98502
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91569
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.00137
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31208
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82679
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.21575
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.47734
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06205
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.55116
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.21675
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.38979
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330266
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.572845
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834587
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.11841
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.435835
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.780223
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.152455
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567593
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.014576
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.519444
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07342
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.69223
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.38705
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.17992
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88479
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96737
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.26974
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76077
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.13324
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39732
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96763
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.45218
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96303
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.57174
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.330921
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.573553
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.834947
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.119308
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.43682
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779862
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.152579
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.567732
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.013322
(380.49, 11.60, 324.86) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.51804
