¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ö(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.999537
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18668
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42052
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06825
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.657541
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24673
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463262
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.696344
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947969
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.220355
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.516127
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.838412
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.190845
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577799
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004524
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.477421
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00435
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59495
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26147
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.01937
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88871
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89584
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0762
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.47831
†(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.19641
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42762
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.07728
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045732
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.247407
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.463987
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697115
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.948795
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221288
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.517119
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839492
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192043
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.5791
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.005963
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.479021
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00613
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59694
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26371
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02195
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89168
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89932
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08025
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48321
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20632
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43508
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.08682
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.046411
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248099
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464732
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697963
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949682
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.22224
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.518169
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840622
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19325
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.580432
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.007465
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480691
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00795
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59903
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26606
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02464
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89481
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90296
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08457
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48834
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21629
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39031
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.09683
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047093
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.248841
‚(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.465491
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698805
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.950603
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.223224
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.519243
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.841823
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.194549
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.58189
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.009039
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.48244
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00993
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60124
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26857
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02749
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89809
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90678
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08907
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49373
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22639
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.331
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06044
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047795
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.249622
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466332
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.699677
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.951559
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224261
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.520376
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.843073
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19592
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.583359
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010683
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.484301
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01198
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60354
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27121
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0305
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90154
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9108
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0938
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.49941
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.23663
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.27234
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.7129
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048574
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.250423
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467225
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700624
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952575
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.84907
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.827417
¡(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.806787
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.787164
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.768531
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.012434
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.486189
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01413
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60594
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27393
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03363
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90512
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91498
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09873
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50531
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24695
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21428
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37561
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.964378
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.93736
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.911465
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.88667
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.862953
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.840294
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.818676
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.798079
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.778486
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.759882
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.742252
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.725582
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01636
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60848
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2768
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03684
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90888
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91936
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.10388
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51148
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24731
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.15687
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04824
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 6.018291
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.929348
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.903488
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.878727
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.855044
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.832417
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.810829
(410.01, 7.43, 367.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 5.790261
