¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06235
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.608558
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.989207
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.519196
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06446
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6094
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99188
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40471
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.77297
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.74622
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.72134
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.6983
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.33752
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.51149
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.93483
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.19573
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.17619
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.15926
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.14491
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.13314
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.12394
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.11731
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906371
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.095826
Ô(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.298787
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516738
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751385
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004652
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278738
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576355
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900562
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.255045
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621549
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.020716
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547819
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06682
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62436
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0161
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43085
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.74849
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.72181
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.697
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.67402
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.32854
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.50071
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.92166
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.30171
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.28199
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.26489
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.2504
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.23851
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.2292
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.22247
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.908749
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098361
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30152
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519688
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754565
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008056
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282447
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580363
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.904966
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259877
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.634867
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.052458
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550106
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06933
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6247
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04125
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45796
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.72587
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.69926
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.67451
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.65159
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.3202
Ö(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.4907
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.90942
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.41162
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.39172
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.37446
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.35981
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.34778
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.33836
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.33153
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911195
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.101018
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.304344
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.52272
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757828
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.011592
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286241
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584539
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909508
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.264823
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.648518
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084408
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552567
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07206
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62533
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06728
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.48609
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.7051
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.67855
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.65385
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.63098
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.3125
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.48145
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.89811
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.52558
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.50549
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.48805
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.47325
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.46108
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.45153
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.4446
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913725
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.103685
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.30722
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.525838
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761159
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.015184
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290171
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.588805
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914136
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269921
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.66056
á(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08771
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.555187
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.075
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62629
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09429
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51524
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.68615
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.65965
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.63501
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.61219
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.30542
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.47296
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.88774
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.64369
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.62341
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.60578
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.59082
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.57851
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.56883
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.56178
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.916297
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.106452
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.3102
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.528992
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.764585
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018885
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294186
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.593149
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.918893
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275124
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.666269
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.090239
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.558023
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07819
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62753
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12224
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56811
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.66902
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.64257
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.61797
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.5952
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.29898
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.46523
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.87829
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.76609
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.74559
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.72778
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.71265
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.70018
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.69037
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.68321
Ô(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.918928
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.109266
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.313183
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.532245
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768098
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.022671
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.298273
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.5976
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.923779
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280469
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.669796
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.092953
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.561049
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08152
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62909
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15111
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63314
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.65368
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.62728
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.60272
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.57998
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 12.29317
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 13.45826
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 14.86977
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.89289
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.87218
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.85417
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.83886
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.82624
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.81629
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 17.80901
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.921617
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112154
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316309
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535561
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.771655
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026553
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.302488
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602168
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.928703
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28591
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.672409
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.09584
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.564252
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08352
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63097
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18095
(440.26, 14.66, 255.17) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69938
(440.26, 14.66, 255.17) (431.36, 7.25, 278.75) (3.69, 0.51, 6.43) Tools 11.64013
