¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.699356
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.663735
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067407
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457569
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.884413
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35317
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.87036
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89162
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.75853
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.70077
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.50538
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.45422
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.40609
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.5006
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.45808
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.56258
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.53847
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.52568
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.58094
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.63946
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.70128
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.76645
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.6374
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272603
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.637724
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.021918
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407909
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829966
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29325
ş(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80404
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.57898
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.51883
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.32244
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.26893
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.21843
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.17092
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.26423
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.21289
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.04592
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.68817
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.74178
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.79864
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.8588
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.92232
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.98923
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.8645
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.24869
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611604
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.977346
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.358629
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.775944
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2338
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73837
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.34728
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.28789
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.09395
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.04111
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.99125
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.94433
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.03649
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.8592
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.82091
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.53244
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.4252
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.43121
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 20.09992
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.224692
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.585307
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.942892
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309683
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.72232
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17486
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67332
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.42976
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.06529
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.87372
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.82153
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.77228
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.72594
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.68248
ë(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.64186
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.70702
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200573
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.558918
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908594
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.264284
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.669147
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11641
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60874
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6399
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.15479
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.6614
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.60983
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.56116
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.51539
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.49587
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.5395
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.83209
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.176325
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.532347
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.874519
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22727
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.616364
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05848
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54481
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5752
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.44971
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.45663
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.40566
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.35757
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.31233
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.70467
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.74983
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.99329
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.63852
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.151873
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.505684
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.840651
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.190499
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570607
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.001
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48146
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51001
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.90187
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.49639
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.47409
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.45444
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.43745
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.92103
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.9678
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.15936
è(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.74141
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.127413
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478949
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806952
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.153952
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.530844
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.94407
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4187
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.44411
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.70078
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.72588
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.70367
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.68414
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.66729
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.14528
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.19375
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.33046
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.86171
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.102798
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452065
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.773504
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.117644
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.491383
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.898558
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35657
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37774
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6193
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.09576
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.94199
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.9226
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 17.90591
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.29468
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.42804
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.50676
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.98494
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078133
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.42484
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.740237
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081585
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452147
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855776
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29696
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31073
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.53725
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.46222
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.18949
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.17024
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.15375
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.18452
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.67107
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.72632
Ü(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.11116
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053343
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394264
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.707169
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.045764
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.413208
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813296
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25048
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24329
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45793
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70491
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.44661
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.42753
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.41124
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.39772
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.92324
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.98055
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.28601
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028512
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.363859
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674346
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.010176
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.374531
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.771103
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18303
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17528
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.37944
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62626
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.71386
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.69497
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.6789
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.66564
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 19.18502
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.003577
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.333669
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.641719
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.974886
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336143
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.726423
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10669
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10686
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29865
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.54738
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.94586
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.97307
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.95725
(379.81, 14.32, 306.54) (361.19, 8.76, 278.06) (2.32, 3.50, 4.32) Truck 18.94428
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.978582
(379.81, 14.32, 306.54) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.303654
