¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş (382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.57704
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.08576
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.200091
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.321667
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.451178
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.589395
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.737201
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.8956
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.06574
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.248943
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.446739
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.660903
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.893513
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.147017
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.424311
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.728856
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.064819
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.437263
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.754421
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.79142
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.329007
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.91769
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61905
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49665
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46406
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45932
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.58484
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.70856
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.095545
ä (382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.210477
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.332711
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.46294
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.60195
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.750629
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.909993
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.081205
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.265603
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.464734
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.6804
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.914708
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.170137
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.44963
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.756702
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.095587
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.471435
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.795334
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846575
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387259
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983658
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70963
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60302
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57856
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51258
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.63768
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.81903
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.10548
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.221024
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.343927
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.474889
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.614705
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.764274
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.924622
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.096927
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.282542
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.483037
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.700238
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.936277
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.193674
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.475414
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.78507
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.126945
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.506281
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.83726
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.902853
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.446865
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05638
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80408
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71212
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69778
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58305
î (382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69252
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.115563
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.231731
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.355315
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.487025
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.627661
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.778136
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.939487
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.112906
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.299764
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.501651
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.720416
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.958226
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.217634
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.501672
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.81397
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.158907
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.541812
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.880215
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960365
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.507811
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14021
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90098
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82001
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83219
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67527
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74944
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.125798
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.242599
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.366877
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.499349
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.640821
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.792219
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.954592
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.129147
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.317272
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.520579
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.740941
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.980556
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.242019
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.528406
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.843407
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.191475
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.57804
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.924223
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.019054
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.570127
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22606
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00043
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9255
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97041
ë (382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7703
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80842
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.136183
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.25363
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.378614
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.511858
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.654183
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.806521
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.969936
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.145648
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.335066
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.539821
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.761814
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.003274
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.266834
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.555622
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.873388
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.224661
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.614972
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.969301
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.078369
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.633902
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.314
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10238
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03378
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11265
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86821
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87457
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.146719
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.264822
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.390523
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.524557
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.667749
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.821045
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.985521
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.162414
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.353148
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.559381
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.783036
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.02638
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.292084
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.583325
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.903917
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.25847
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.652615
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.015474
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.136149
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709894
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40406
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20693
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14601
ê (382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22412
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96906
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98397
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.157405
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.276176
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.402609
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.537445
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.68152
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.835791
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.001348
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.179443
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.371521
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.57926
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.804614
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.049881
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.317771
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.611519
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.935002
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.292912
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.690985
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 8.062762
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.195204
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.790094
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49632
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31415
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27219
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3171
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07296
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09654
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.168243
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.287694
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.41487
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.550522
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.695497
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 4.850761
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.017419
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.19674
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.390186
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.599462
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 5.826548
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.073776
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.343903
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.640213
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 6.966652
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.327995
(382.09, 11.03, 326.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 7.730089
