¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ì(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352285
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41208
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06344
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53551
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.84619
ù(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1747
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44654
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72786
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02338
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.46247
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.31898
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.29663
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.27634
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.35818
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.458
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.49956
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.44453
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.39193
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.88314
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.64596
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624907
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86323
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120431
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398817
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701047
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.030275
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.379189
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747924
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.152061
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.596841
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10782
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.71153
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35178
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.9959
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54621
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85745
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.18657
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53501
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83814
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13862
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.40359
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.26883
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.2466
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.22641
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.31252
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.41164
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.44751
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.39288
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.34068
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.29592
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.94561
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.627428
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.865965
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123379
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402002
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704522
é(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034062
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.386034
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.755404
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.160253
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.605888
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10472
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70237
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29227
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92931
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55814
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87001
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19977
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54896
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.91929
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2575
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.34741
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.22103
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.1989
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.17882
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.26908
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.36752
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.39787
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.34363
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.2918
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629973
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868668
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126308
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405199
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707986
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03785
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.392872
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.762918
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1685
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.614965
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10872
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66849
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23356
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86365
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57063
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88379
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2143
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56431
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93549
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.00905
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.64734
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.61692
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.58866
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.56253
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.53853
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.51662
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.49678
Õ(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.47903
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 13.46332
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.63244
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871355
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129221
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408341
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711416
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.041574
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.399782
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.770482
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.176792
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.624103
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11886
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62772
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17561
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79888
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49776
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89883
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23017
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58104
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9532
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.32822
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 14.29337
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29499
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75438
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.24475
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76917
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.09836
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.12816
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.14094
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.15705
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.19268
(404.48, 14.24, 246.18) (431.19, 10.10, 264.14) (9.30, 6.12, 9.84) Truck 22.25789
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.634906
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873987
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132065
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411443
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714773
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045273
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.406647
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.778046
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185134
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.63333
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1296
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65758
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11844
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73503
(404.48, 14.24, 246.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.426
