¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103897
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.481469
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894393
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185999
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348666
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.518645
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696404
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.882426
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07725
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28148
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49576
ù(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69017
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86761
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.02825
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635237
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877009
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138216
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.428168
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746932
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095523
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.478268
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895248
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191745
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354639
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.524854
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.702888
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889157
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0843
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28882
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50344
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72883
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90996
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.06083
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633486
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.875172
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.136221
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.425671
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.744194
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092506
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.474951
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.896001
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.198342
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361494
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.532
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.710278
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.896892
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09232
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29724
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5122
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.738
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95393
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.09564
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631736
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873278
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.134155
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.423087
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.741345
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089408
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471522
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892972
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20577
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.369207
ş(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540037
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.718615
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.905567
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10141
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30669
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53178
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77565
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40792
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14886
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.629924
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871304
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.132071
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420402
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738426
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.086196
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.468033
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889082
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.214008
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.388846
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574221
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.768546
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972425
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18652
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41165
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64857
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89819
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34694
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.2124
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.628108
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869333
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.129911
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417625
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.735424
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.082894
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.464361
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885066
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.30028
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.480992
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.670321
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868895
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07728
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29626
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52658
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76909
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02517
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.27645
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.0273
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626225
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.867332
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127704
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414811
ú(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732306
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079499
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.460624
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.88093
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.354191
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575817
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.769264
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.972219
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18535
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.4094
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64509
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89341
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2436
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06913
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.58774
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624311
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86527
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.1255
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.411858
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729105
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.075981
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.456787
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.876663
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348565
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.673344
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.871108
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07868
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29669
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52602
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7674
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02179
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47161
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31149
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 18.42765
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.622351
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.863143
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.123215
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.408891
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725845
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072422
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.452848
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.872299
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342743
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773752
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.975972
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18833
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41147
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64629
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89358
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20096
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70985
ò(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.35905
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.84428
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.620378
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.861013
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.120899
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405811
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.722486
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.068727
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.448768
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.867816
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.336723
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.877097
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08398
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30131
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.52984
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77032
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02379
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42819
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95895
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.40907
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.203107
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.858834
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.118554
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402646
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719029
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06493
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44463
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.863195
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.330531
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.870702
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1952
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41773
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65181
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.89834
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16107
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66547
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.21959
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.46157
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.201187
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.426408
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116135
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.399372
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715513
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.061047
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.440382
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.858482
(384.73, 6.65, 354.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.324125
