¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Š(335.45, 7.19, 318.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.320315
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552778
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768042
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999015
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.247438
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.515285
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.804923
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.114313
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433088
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.981789
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.962589
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.914482
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.897367
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.881228
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.86605
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.85182
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.838529
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.826167
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.814721
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.804186
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.794552
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.785813
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.777961
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.77099
½(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.764895
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.700963
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.675054
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.670877
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.667551
(335.43, 7.09, 319.14) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 5.665075
(335.43, 7.09, 319.14) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 5.663573
(335.43, 7.09, 319.14) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 5.664125
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.560734
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776594
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008193
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257348
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525976
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816505
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.124641
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.445714
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.77991
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.989255
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.506217
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.816254
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.409205
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.390078
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.13851
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.11638
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.09585
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.0769
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.05952
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.315631
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.349219
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.01668
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.841658
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.835486
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.987559
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.980864
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.806705
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.971962
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.9229
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568834
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.785232
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.017482
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267307
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.536757
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82814
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.135073
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.458571
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793831
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.017068
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504922
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814895
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14735
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.424374
Ä(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.15767
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.1355
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.11492
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.09594
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.07853
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.06268
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.338453
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.875829
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.86873
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.01464
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.00642
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.999713
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.8336
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.990791
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.941636
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576941
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793916
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026841
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.277375
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.547633
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.839908
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145626
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.471663
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.80805
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.046048
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504179
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.814132
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14653
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.46011
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.17843
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.15621
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.13559
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.11657
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.09912
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.08323
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.978317
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.904076
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.04483
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.03509
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.02686
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.02013
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.861624
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.01119
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.961932
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585109
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802698
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.036247
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287539
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.558581
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.851793
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156372
È(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.484999
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.822496
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.076223
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504021
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.813935
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14631
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.497318
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.2008
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.17852
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.15786
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.13879
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.12131
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.10538
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.941568
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.933489
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.391454
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.05713
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.04888
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.04214
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.890802
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.03317
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 9.983806
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.593356
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81155
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.045736
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297758
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.569623
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861811
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.167212
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498532
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837162
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 6.10762
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.504372
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.81431
(335.43, 7.09, 319.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1467
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.536035
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.22479
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.20247
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.18176
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.16264
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.14511
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.981261
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 5.972215
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.10189
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.429564
(335.43, 7.09, 319.14) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.456182
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.0725
(335.43, 7.09, 319.14) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.06574
