¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ş(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.458851
(397.11, 14.08, 247.26) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 11.03546
(397.11, 14.08, 247.26) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 11.02596
(397.11, 14.08, 247.26) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 11.01813
(397.11, 14.08, 247.26) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 11.01195
(397.11, 14.08, 247.26) (376.55, 7.54, 251.79) (1.36, 1.29, 1.33) Tools 11.00741
(397.11, 14.08, 247.26) (372.37, 7.54, 249.14) (1.36, 1.29, 1.33) Tools 15.89885
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391814
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635356
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89923
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18609
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499009
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.809215
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104228
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423696
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.813661
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.292555
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.828009
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.25495
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69051
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16641
¸(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68847
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87037
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26031
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.85548
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80953
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.42682
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.9259
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.383746
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.626577
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.889719
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175706
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.487662
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787964
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.081249
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398781
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743648
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.211391
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.737024
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16181
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58904
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0555
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6071
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02423
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24009
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83076
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7521
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.36089
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83659
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.375564
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.617752
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.880153
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.165286
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476284
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.766926
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058537
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.374171
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.716871
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131549
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647593
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07075
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48994
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94724
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71052
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17657
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21947
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7974
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69447
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29426
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74646
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.367375
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.608871
¿(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870505
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154784
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464777
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.746159
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.036073
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349848
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690446
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.061436
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559696
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.98169
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39311
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03218
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81576
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32709
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.19848
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75079
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63801
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.227
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.65555
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.97972
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.96005
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.94413
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.93195
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.9235
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.359103
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599946
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.860769
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144226
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.453244
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.725628
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.01391
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.325825
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.664356
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.033014
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.473293
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.894608
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42914
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12524
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96744
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47559
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17503
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70397
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58575
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15913
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.56387
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.9421
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.94437
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.95036
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.96007
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.35078
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590948
Ğ(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85102
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.133585
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.439612
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.70534
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.992027
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.302121
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638585
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004925
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40513
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.889573
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51197
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21976
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15499
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62179
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.21119
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.186
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.163
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.14218
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.12353
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.10704
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.09268
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342445
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.581906
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841219
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122943
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420979
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.685297
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970377
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27869
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.613156
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.97719
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.384266
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.963742
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59603
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31583
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34759
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79499
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.02817
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 14.00329
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.98058
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.96002
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.94161
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.92531
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.91113
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.334035
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572823
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.831352
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112197
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.402576
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.665531
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949029
â(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.25558
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.588053
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949822
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.392225
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03898
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68137
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41344
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54537
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72998
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.85183
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.82726
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.80483
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.78452
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.76633
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.75024
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.73623
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.10693
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.09328
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.08323
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07679
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07394
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07469
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.07903
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.08696
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.325591
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.563684
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.821461
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101411
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384421
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.645955
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927928
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232737
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56327
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.955523
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40494
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10901
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76796
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51261
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74857
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60522
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.68189
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.65761
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.63545
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.61539
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.59741
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.58151
(397.11, 14.08, 247.26) (372.38, 7.57, 252.37) (1.67, 1.29, 1.68) Tools 13.56767
(397.11, 14.08, 247.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 23.95903
