¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.584275
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00086
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79593
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93307
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.53982
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759309
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.909067
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911195
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.059864
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.328126
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.618724
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.925358
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258993
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.633348
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.066136
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.525682
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07627
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.67733
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.40329
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25629
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.30357
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24708
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51082
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00593
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80203
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84158
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.29777
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.783779
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838519
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.864254
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.066306
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.335093
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.630412
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.938051
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.272825
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.640249
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.082855
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.544195
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08819
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70149
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42153
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.27778
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31778
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25074
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51515
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01104
™(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.80822
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.77582
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06457
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.800202
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770399
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.823514
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.072791
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.342109
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.640793
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.950857
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.286781
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.653693
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.099687
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.562833
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10004
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72579
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.43966
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29915
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33194
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25446
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51953
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.01625
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.81456
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.68373
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06429
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.734126
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722354
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.829565
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.079318
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.349171
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.64452
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.963773
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.300861
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.669095
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.108075
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.581595
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11181
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75021
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.45768
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3204
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.32753
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25829
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52398
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0216
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.821
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.59317
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06596
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.670309
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.680174
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.835654
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085888
•(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.356278
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.649309
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.976798
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.315062
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.684636
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.115597
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.600476
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.1235
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77383
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47558
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.34189
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.35231
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26215
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52854
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02704
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.77094
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50408
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06957
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.608667
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.639209
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841781
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.092499
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.363431
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657074
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.989502
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.329382
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.700309
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.123067
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.619479
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14034
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78702
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49337
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3635
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18138
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.26612
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53315
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03255
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72039
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44301
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.1138
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.549765
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.614865
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847946
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.099151
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.370628
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.664886
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.993515
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.343823
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716116
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.130486
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.638597
Ÿ(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16164
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8001
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51102
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.38404
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18483
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2701
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53788
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.03815
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67055
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.40712
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.24319
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.50337
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.612968
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854146
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105842
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.377871
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.672745
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.997506
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.358381
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.732057
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.142135
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.647322
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18308
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81309
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.53699
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40437
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.18835
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2742
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54269
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04387
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.62147
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37221
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.03366
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.458281
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.592926
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.860382
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.112572
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.385154
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.680652
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.00203
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.372707
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.748125
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.159805
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.655493
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20465
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82598
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56535
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42456
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19191
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27833
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54759
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.04968
(336.12, 7.50, 351.26) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57313
