¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
à(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52918
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.38141
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67071
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.97354
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29078
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50615
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.36549
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.93014
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.50105
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.310392
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.558846
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.828726
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.12182
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.45361
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410151
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.854158
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.294448
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.782349
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.31864
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.94196
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.66341
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48875
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.44195
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.47801
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2212
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52179
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8167
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12552
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45045
Ü(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78367
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72321
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.92413
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.318537
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.567682
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.838345
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.133636
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.466605
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423627
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.861435
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302474
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.791284
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3359
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95598
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67941
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.50714
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46331
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.50688
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.29099
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64257
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96728
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28232
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.90305
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.09889
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.09486
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.90591
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.326595
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576427
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.847749
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.145322
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.479457
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.436832
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.868594
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.310389
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800055
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.34572
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.96978
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69515
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52526
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48433
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53567
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36298
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71806
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.09237
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44415
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16323
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54164
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48119
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.92545
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.334567
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.585079
Ò(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.854582
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.156873
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.492165
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.861648
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875616
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318203
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808734
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35543
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98335
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71063
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54305
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50502
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56427
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.43721
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79592
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.17416
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.57351
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43256
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92294
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87235
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.07345
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.342449
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.593635
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.861703
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.168287
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504721
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875524
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.882563
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.325894
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.817268
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36498
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99669
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72582
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56055
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52534
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.5927
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.51373
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87619
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25848
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66493
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.71137
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.20568
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.18385
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.37958
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.350238
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.60209
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.871985
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.179556
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.517121
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.889233
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.889418
Ô(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.33341
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.825652
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.37436
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00981
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74077
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57775
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54533
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6211
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.59256
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95893
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.34541
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.83315
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.00021
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49786
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.50565
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.6954
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.357935
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.609118
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.882137
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190682
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.529368
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.902773
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.302611
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340857
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.833918
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38357
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02265
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.75543
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.59462
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56496
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65433
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67377
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04417
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43506
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00633
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26514
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79993
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.81884
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.02133
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.365536
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615091
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.892154
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.201662
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.541453
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.916136
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.310943
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.348145
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842031
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39267
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03527
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76981
Ğ(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61116
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58421
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68725
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.75743
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.13201
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54761
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20494
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.52759
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.11234
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.78092
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.20539
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.373042
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620981
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.90203
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212488
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.553369
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.927798
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.319124
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.35533
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850005
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40161
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04764
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78391
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62742
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60311
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.71986
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84353
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22246
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71749
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.44734
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7307
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44871
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.75859
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.3658
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.380445
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.627054
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.911762
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.223159
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.565122
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.934839
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.327157
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.362377
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.857857
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41035
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05977
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79776
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64332
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62163
(334.89, 7.41, 352.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.75219
