¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Î(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.835076
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.077917
Ğ(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.524817
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.98803
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.454288
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.973137
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55391
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57211
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73391
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.25208
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.81414
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.1571
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07229
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55607
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79736
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.02597
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.22454
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.34955
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.44291
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5403
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.346048
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.493572
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.472682
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.496264
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.679849
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.907454
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126345
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.36328
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600588
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871082
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229385
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.605423
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.998912
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.436666
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.926518
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.409801
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.923546
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.49829
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46524
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63187
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.13621
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69684
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.05562
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.96022
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.02635
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.25496
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.49194
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73767
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.96124
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.16482
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37569
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.311059
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.456473
¯(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.463531
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.477602
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628266
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.863497
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.104397
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.339315
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576713
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.844965
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.186618
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.535662
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.921583
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.35048
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.829873
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.366124
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.874889
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44375
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36012
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53151
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02179
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5821
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93992
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.85153
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.52591
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74289
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96774
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.2008
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.44249
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69314
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91226
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.278609
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419988
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.455228
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.459682
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.5776
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.808326
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.059907
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.315869
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553488
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.819125
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.143503
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.472186
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845889
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.266207
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.735489
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.262727
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.82715
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.39027
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25681
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4329
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89776
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.45958
Ã(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82188
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74607
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3498
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41142
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47635
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.69389
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.92341
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16144
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.40832
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.246791
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.38415
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.447769
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.442489
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.527834
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.754179
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.000784
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.270453
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.530902
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793403
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.113642
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439429
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79771
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.193531
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.643305
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.158923
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.741513
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33783
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15522
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.33598
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77153
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.3322
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70663
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.64375
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.28257
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.34368
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.40811
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4759
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54711
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65921
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.89396
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.215603
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.348947
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.441143
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.426016
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.478953
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.701037
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.942811
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.206967
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.496711
(355.52, 7.26, 353.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767951
