¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ë(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76533
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.739744
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.915778
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 6.017845
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 6.008507
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 6.000093
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.992593
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.986008
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.980327
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.975547
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.971666
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.968681
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.966588
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.965387
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10332
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72486
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32715
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90796
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70471
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62662
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34267
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.27331
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.2992
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.726494
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.901627
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 6.008292
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.998944
ñ(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.990519
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.98301
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.97641
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.970715
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.96592
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.962023
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.959019
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.956907
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.955685
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08819
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70777
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30013
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87805
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64601
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48448
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09999
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.98051
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95269
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.680289
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.887628
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.999607
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.990252
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.981818
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.974299
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.967687
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.961979
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.957171
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.953258
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.950238
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.948108
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.946867
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07325
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69089
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27382
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84892
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58821
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34542
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9783
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69969
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.64969
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39928
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.628252
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873814
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.991787
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.982425
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.973984
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.966455
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.959833
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.954113
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.949292
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.945365
ì(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.94233
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.940184
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.938927
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05843
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67417
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24816
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8205
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.53133
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21009
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86004
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.43015
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.35913
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.36123
(389.11, 14.70, 305.89) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 24.20815
(389.11, 14.70, 305.89) (427.34, 7.53, 297.20) (1.52, 1.02, 0.98) Fence 24.21009
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.576593
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.860116
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.984824
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.975456
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.967008
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.95947
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.952838
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.94711
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.942278
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.938339
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.935291
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.93313
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.931856
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02966
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65773
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22317
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.79286
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.44492
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07833
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74508
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24586
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07993
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04497
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23314
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.525433
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.846629
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.978716
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.969342
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.960886
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.953343
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.946703
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.940964
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.936123
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.932173
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.929113
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.926941
Ï(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.925654
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.955573
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64141
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19883
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76594
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32887
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.95001
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6333
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12568
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79828
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74201
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52875
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.47469
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.797658
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.973454
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.964077
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.955616
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.948066
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.94142
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.935673
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.930823
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.926865
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.923794
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.921611
(389.11, 14.70, 305.89) (410.73, 7.96, 306.00) (1.13, 0.85, 1.39) Fence 5.920312
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.881695
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62534
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17514
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.73977
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25009
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82505
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50044
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00895
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.53142
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45158
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16039
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.07961
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.424397
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741052
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001678
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.195863
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404015
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.649807
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971751
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.32758
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.7229
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884805
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.398102
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746644
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126816
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.808035
¶(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60946
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15209
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69058
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.18313
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70336
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.36546
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8955
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.40928
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.17295
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83414
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51132
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374572
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.685042
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.987778
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.180985
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.388062
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633919
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.95425
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.308149
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.629666
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770117
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359647
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.7048
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081118
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.734697
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5938
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12975
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62641
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11795
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.58482
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23411
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78532
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.29068
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90553
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52258
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.11459
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24301
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.325223
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.629582
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.97182
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.166303
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.372335
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.618023
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936695
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288755
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.523164
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659354
(389.11, 14.70, 305.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80174
