¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
©(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014871
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.408401
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.594425
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.792629
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01099
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279457
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.57048
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.887015
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.232409
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.688238
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206331
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844094
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80168
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96768
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07363
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.13255
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24747
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63611
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25744
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.13638
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.8675
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.84671
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.55281
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.53765
­(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.37557
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.36577
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.35856
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.35395
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.35194
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.35251
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.35567
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.36143
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404607
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590389
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.788311
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.007134
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.27527
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.565978
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.882052
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.227014
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.686616
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.204544
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846157
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8042
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97075
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07022
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12943
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24131
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63776
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.25943
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.92022
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.8843
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.8642
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.72575
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.71048
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.54683
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.53696
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.52972
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.5251
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.5231
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.52371
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.52694
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.53278
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400931
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.586476
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.78417
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.003268
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271135
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.561462
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877172
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.221645
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.684769
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.202463
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847305
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80213
»(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97243
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06635
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12299
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23476
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63912
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.25014
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.08024
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.03682
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.0174
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.90483
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.88943
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.72417
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.71424
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.70696
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.70233
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.70034
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.70099
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.70428
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.71023
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397425
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.582768
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780179
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.999494
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.267029
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.557
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872284
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216349
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679628
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.200177
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.847502
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77245
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97275
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06201
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.11641
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22783
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64017
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26233
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.2718
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.22521
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.20398
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.09029
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.07477
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.90783
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.89783
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.89051
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.88587
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.88389
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.88459
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.88795
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 17.89399
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394056
 (342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.579157
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.776342
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.995723
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.262948
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.552587
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.867497
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.211079
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674213
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.197623
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.846752
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74233
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97161
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05719
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.10971
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.22052
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64089
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26323
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.23939
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.45447
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.43313
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.28238
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.26673
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.09806
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.08799
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.08064
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.07598
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.07402
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.07476
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.0782
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.08434
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.389859
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.575711
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772675
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.991982
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.258896
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.548186
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862706
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205851
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668579
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.194841
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845057
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7118
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96911
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05191
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09823
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21286
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63542
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26377
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24007
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69973
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.585
®(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.56545
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 19.54884
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.29514
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.28499
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.2776
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.27293
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.27099
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.27178
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.2753
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.28155
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.385538
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.572422
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.769158
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.988269
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.25489
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.543832
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85797
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.200671
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.662645
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191814
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.842442
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68088
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96519
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04619
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07669
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.20481
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62578
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.26394
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.24025
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69999
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.71092
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.69218
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.67627
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.49934
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.48913
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.48169
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.47701
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.47509
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.47593
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.47953
(342.22, 7.00, 311.84) (317.63, 1.73, 338.04) (2.61, 2.77, 8.24) Truck 18.48589
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.381347
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.569271
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76583
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984622
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.250929
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.539527
(342.22, 7.00, 311.84) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.853287
