¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47733
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.227446
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.697023
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21863
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79164
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38313
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05244
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80736
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58395
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.49061
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42006
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82883
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25752
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16142
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.125056
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.394217
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.688294
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.017288
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.375864
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758279
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17868
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643036
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16483
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72807
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29939
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.95832
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70089
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46469
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30458
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33971
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.74506
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17008
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.61621
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101975
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.369255
³(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658611
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.981421
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335846
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714332
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.1303
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.594816
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11144
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66532
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.22081
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86561
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.5961
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3476
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17223
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.26209
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66416
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.08571
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.5141
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078975
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.344379
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63164
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.945708
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.296089
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670759
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.08675
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.547209
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05841
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60327
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15196
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77428
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49297
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.2327
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04248
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18724
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.55695
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.90061
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25921
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63363
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.056047
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.319567
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604756
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.914299
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256597
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631132
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044039
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499904
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00577
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54199
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.084
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68661
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39149
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11993
·(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93186
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.00532
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32723
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66278
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01281
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37813
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.033196
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294911
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577985
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.885209
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.220343
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.592582
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.001599
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452913
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.953481
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48144
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.0169
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61182
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29155
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00926
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89892
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79038
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10491
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.43271
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77452
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.13116
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.010449
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.270329
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.551358
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861139
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.19311
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554286
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959406
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.406269
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901602
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42163
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.95066
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53809
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.19399
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94654
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86604
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.58219
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.88966
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21001
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.544
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89236
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987801
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.245847
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.528734
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.8398
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168039
³(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.51623
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.917492
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.359901
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.850067
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36258
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88528
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46532
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.11255
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91799
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.83325
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38054
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.6813
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99452
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.32097
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66142
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01662
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965192
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.224385
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509112
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.818472
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.14311
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.488544
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875868
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.31392
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.798976
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30424
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82075
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.39355
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.0537
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88952
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.80052
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1852
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.47945
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.78588
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10516
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.438
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.7852
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.944739
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206324
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.489563
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.797151
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.118284
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461512
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.836407
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268243
(435.43, 14.58, 312.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.748252
