¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Û(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.14916
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13145
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.63067
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34541
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.13487
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.74339
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48082
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.37165
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.18209
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.02433
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.99794
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.9743
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.80864
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.59574
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.39032
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.19208
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26052
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.3584
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.45843
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.48095
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.219412
°(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.682502
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.205415
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.833516
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43148
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77184
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.13688
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.66267
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.37641
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21882
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84422
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62033
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.49576
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.1
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07079
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.04436
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.0207
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.47383
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.31046
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.15387
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.11896
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.21256
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.30988
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.40668
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.50419
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.232601
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.698725
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.223729
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.857355
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43649
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7772
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.14263
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.69477
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.66984
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.30183
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.944
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71584
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.61966
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.14943
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.12017
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.0937
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07001
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.45678
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.29369
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.14276
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.07434
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.16743
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26422
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.35787
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.45482
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 19.27692
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.245234
¼(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.714277
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.241293
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.880178
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4418
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78288
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.16413
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.72697
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97087
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.38386
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04267
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.80621
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74331
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.20183
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.17252
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.14601
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.12228
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.44275
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.28423
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.13454
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.03248
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.12509
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.21922
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.31194
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.40838
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.5086
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257298
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729151
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.258815
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.901961
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.44739
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78887
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.22269
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75925
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.22123
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.46488
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.1334
(380.67, 14.64, 268.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89559
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.3858
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 20.34988
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.94688
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.91862
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.60014
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.43368
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.27881
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.12921
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 17.99336
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.08551
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.17664
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.26888
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.36482
(380.67, 14.64, 268.61) (371.78, 9.22, 302.85) (8.10, 3.07, 6.91) Truck 18.46455
