¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ã(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573871
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98049
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34445
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73313
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1492
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.75331
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.94845
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.9502
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.95494
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.95266
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96336
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.97705
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.99375
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.092285
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.065201
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.050062
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.035896
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.022693
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.029034
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.041914
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.055758
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.070571
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.112215
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.157708
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.204818
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.281226
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.378684
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.509975
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63489
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97606
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33972
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72812
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14382
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73639
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.94671
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.94847
€ (418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.9532
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.95092
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96161
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.97531
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.992
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.072904
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.046138
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.031013
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.01686
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.003668
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.009803
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.022535
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.036223
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.050879
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.09173
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.136858
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.183589
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.258188
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.354869
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.480978
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.710892
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97272
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33619
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72438
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1398
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71953
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.94793
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.94969
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.95442
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.95214
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96284
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.97653
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.99323
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.054617
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.028052
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.012942
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.998802
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.985619
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.991475
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.004064
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.017605
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.03211
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.07211
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.116889
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.163261
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.23598
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.331916
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.452698
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.680511
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97047
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33381
û(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72183
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1371
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70264
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.9521
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.95386
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.9586
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.95633
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96703
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.98073
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.99744
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.037407
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.01093
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.995835
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.981706
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.968532
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.974034
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.986488
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.999891
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.014253
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.053344
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.097791
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.143818
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.214592
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.309812
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.425124
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.650898
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96937
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3326
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72056
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13574
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.68585
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.95923
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.961
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96574
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96348
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.97419
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.98791
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.00463
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.02437
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.02126
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.994758
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.979677
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.965559
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.952394
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.957472
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.969797
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.983068
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.997296
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.035419
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.079549
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.12525
ù(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.194011
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.288545
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.398247
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.622041
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96929
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33256
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72051
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13567
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.66911
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.96932
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.97109
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.97586
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.9736
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.98433
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.99807
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.01481
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.03457
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.006161
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.979526
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.964457
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.95035
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.937194
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.941774
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.953979
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.967126
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.981226
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.018324
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.062154
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.107545
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.174226
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.268103
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.372056
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 6.593929
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97036
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3337
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.72167
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.13696
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65241
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.46866
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.98417
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.98895
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.9867
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 19.99746
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.01122
(418.79, 13.52, 326.80) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.02798
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.992097
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.96522
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.950164
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.936067
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.922919
(418.79, 13.52, 326.80) (414.00, 8.57, 303.93) (3.20, 2.68, 3.20) Tools 5.92693
