¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
€ (405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.793772
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.570954
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.466836
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.28729
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.871577
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.869521
(405.22, 14.31, 246.20) (429.68, 8.60, 237.54) (3.13, 1.85, 2.73) Tools 11.78305
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.55986
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475644
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702652
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947207
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211402
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497677
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.808801
ù(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148165
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.44873
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.752605
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.080579
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.150649
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.152252
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.327814
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.433708
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.522382
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.573331
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.604556
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.610179
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.590326
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.549658
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.46803
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.362284
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.186539
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.000062
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 8.998043
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.52828
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.5876
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.473364
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.700213
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.94457
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208553
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.49459
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.805443
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.144465
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.430153
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.732595
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.058976
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.285558
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.265341
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.25402
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.353599
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.434327
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.484149
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.510102
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.515444
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.492168
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.452182
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.368783
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.261569
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.137043
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.133701
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.49369
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 15.06215
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.471102
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.697763
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.941933
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205702
è(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491484
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.80206
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.132144
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.41193
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712979
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037798
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378988
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.712727
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.386522
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.36904
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.353014
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.397864
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.418838
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.423911
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.397428
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.358092
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.286889
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.280794
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.27609
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.4689
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.46141
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 15.56948
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468823
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.695302
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939297
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20284
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.488381
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798689
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115513
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.394044
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693777
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017058
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.361964
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.694445
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05294
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39509
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.498322
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.483599
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.470336
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.458517
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.448135
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.439186
(405.22, 14.31, 246.20) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 9.43166
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.44855
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.43891
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.85103
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.44791
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.466537
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.692858
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936634
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199979
Ù(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.485257
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.795304
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.099196
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.37657
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.674911
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.996725
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.34477
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.676695
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03382
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36279
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68561
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08575
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71428
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12382
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 15.37589
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.48111
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.46274
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.44658
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.43261
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.42081
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.85258
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 15.80541
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.464244
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690401
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.933984
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197119
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482138
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.791919
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.074365
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.359387
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656471
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976815
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.323244
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659527
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01532
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33146
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65223
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.92702
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.82715
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.19034
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.67302
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 15.99564
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 15.13512
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 14.92495
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 15.06555
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 15.33532
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 15.94878
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.89292
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461987
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.687919
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.931334
»(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.194244
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479024
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788517
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040191
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.342613
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.638378
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.957333
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.302149
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.64293
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99743
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3011
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61987
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64845
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94162
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25644
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.10866
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.50858
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.37894
(405.22, 14.31, 246.20) (430.46, 8.60, 233.60) (2.71, 1.85, 3.12) Tools 16.63936
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459681
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685465
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.928685
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.19137
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.475914
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.785127
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.019393
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.308698
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.620695
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.938242
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.281501
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.626886
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.974692
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2717
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58857
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36977
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.05768
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.29782
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.56412
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457381
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683002
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.92602
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.188496
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.472792
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781734
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.999135
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272754
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597027
(405.22, 14.31, 246.20) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919577
