¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
÷(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68496
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.25286
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20187
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.26159
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.52389
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08318
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.89737
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14607
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228282
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.443922
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.676057
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927452
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.203346
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.504187
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.832473
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.192064
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.154797
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.623442
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14431
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73814
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42539
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20855
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14444
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19277
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.44351
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.99718
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79202
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.01418
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.218055
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.432925
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.664208
…(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.914248
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.188434
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.487947
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814719
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.710787
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132641
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.598932
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11696
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70411
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3868
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16441
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08724
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12447
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36357
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.91176
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68746
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.88334
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.207867
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.421974
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652406
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.901099
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.173574
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.471764
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.797032
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690797
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110604
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574501
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08978
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67023
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34833
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12043
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03025
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05667
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.28403
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8269
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.58377
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.197719
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.411068
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.640655
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.888361
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.158767
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.455641
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.779414
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670877
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.088653
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.550192
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06269
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63647
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.31006
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.07666
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97353
€(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98943
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.205
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.73767
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48095
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187613
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.400208
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.628954
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.875722
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.144011
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.439579
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.27295
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.651046
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.066781
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525976
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03573
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60483
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27194
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03309
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.917
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92268
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.12641
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64233
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.37893
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.177549
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.389395
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.617306
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.863142
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.129441
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.42358
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.254915
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631271
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.044997
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.501853
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00892
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57477
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23392
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98971
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86072
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.86071
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04829
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54767
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27778
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.167532
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.378632
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.605714
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.850623
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.115493
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40765
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.236984
(420.81, 14.25, 320.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611571
