¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‹(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.454125
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.226533
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.462657
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.71946
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.998603
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.303082
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.642612
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.018212
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.041272
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.544759
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10924
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76518
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55308
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.54351
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6099
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92218
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7163
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16962
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.72831
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70479
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.89034
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.228213
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.465347
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.722378
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.001783
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306558
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.64712
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02319
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.439487
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.552296
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.11774
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.75598
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.53325
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.51551
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59354
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92216
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62356
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.30774
è(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.87488
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.21768
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.230551
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.467957
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.725212
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.00487
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.309932
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.651491
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.02802
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.444939
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.559629
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12596
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76531
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51545
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.48685
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57669
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92125
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.62354
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44967
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07895
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.75804
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.23289
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.470488
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.72796
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.007862
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.313591
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.655722
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.032695
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.450795
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.922534
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13394
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.77437
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50305
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45754
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55945
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91946
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.65106
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.59554
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15533
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.235154
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.472939
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.730622
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.010763
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.317314
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.659819
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.037221
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.456532
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.928949
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.458772
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78313
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51308
Ğ(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4276
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5418
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91678
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.677
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74544
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.69419
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.237346
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.475311
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.733197
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.013568
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.320911
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.663775
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.041591
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.462078
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.935154
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.465755
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.06495
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52277
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40252
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52369
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90977
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.70144
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69131
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.239461
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.477601
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.735684
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.016277
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.324379
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.667589
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.045806
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.467434
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.941144
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.472499
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0726
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75589
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41661
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50517
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89518
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.7243
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.63478
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.241503
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.47981
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.738083
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.018891
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.327718
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.671264
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.049868
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.472599
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.946922
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.479005
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07997
¸(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76489
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43017
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47303
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.87944
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74553
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.243468
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.481938
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.740394
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.021407
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.33093
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.674794
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.053768
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.47757
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.952483
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.485267
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.08707
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77354
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.57438
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48843
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86257
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75678
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245357
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.483983
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.742615
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.023828
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.334008
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.678184
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.057513
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.482346
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.957826
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.491285
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0939
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78185
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.584
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.54539
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.84457
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.76187
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.247171
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.485946
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.744746
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.02615
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.336957
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.681427
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.061096
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.486926
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.96295
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.497056
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10045
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78981
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.59321
(437.99, 13.95, 295.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.55858
