¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¦(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.062778
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99602
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.69979
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.758745
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.06514
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.395204
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.739213
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12381
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.56996
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.05452
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.47278
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.91811
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.40133
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89913
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.43012
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.01111
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.64961
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.37275
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.15
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.01272
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.97564
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.05444
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.01255
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.01054
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.68257
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.760934
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.067495
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.397743
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.743093
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13099
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.57783
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0651
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48336
¾(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92956
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.41376
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91122
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44326
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.02539
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.68138
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.3918
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.17108
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.03616
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.00185
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.06087
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.02449
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04031
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.70508
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.76312
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.069847
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.400279
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.747083
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13809
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5856
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07592
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.49423
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94133
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.42655
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.9238
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.45693
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.04024
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.70421
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.41155
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.19293
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.06046
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.02904
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.06878
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.03784
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.08615
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.74269
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.7653
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.072195
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.402811
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.75118
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14511
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.59328
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.0846
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.50541
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95343
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4397
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.93686
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47114
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.0662
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.72278
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.43201
Ş(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.21556
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.08563
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.05721
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.0782
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.0526
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.12353
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.77995
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.767474
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.074534
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.405336
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755384
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15204
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60086
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.09293
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.51688
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.96586
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.4532
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.95042
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.85565
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.09541
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.74199
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.45317
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.23898
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.11167
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.08635
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.0891
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.06876
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.15733
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.80315
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.769644
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.076869
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.407855
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.759701
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15888
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.60834
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10116
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.52866
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.97861
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.57415
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.45584
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74407
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.11351
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.76184
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.47503
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.26317
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.13859
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.11648
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.10151
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.806
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.19271
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82797
®(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.771808
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.079196
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.410366
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.764122
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.16563
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61573
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.10928
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.54074
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49283
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98228
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50692
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6739
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.14391
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.78233
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.49759
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.28815
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.16639
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.1476
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.11541
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85152
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.22964
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.8544
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.773966
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.081517
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.412869
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.768653
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17228
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62302
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11729
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05842
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56948
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.02679
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55874
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.63485
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.18201
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.80346
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.52087
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.31391
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.19507
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.17971
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.13083
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.89847
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26812
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.88319
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.776115
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.083833
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.415367
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.773289
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17885
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13273
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.65457
´(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12975
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62233
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07216
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.47328
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.67086
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.22108
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.82694
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.54486
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.34047
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.22463
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.21283
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.14775
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.94528
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.31238
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.94677
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.778258
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.086137
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.417854
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.776225
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58249
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.23174
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72115
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.20211
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6653
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11838
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.37463
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.70768
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.26102
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.86762
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.56956
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 16.36783
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.25509
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.24695
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 19.16619
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98935
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.36819
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.01222
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.780395
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.088436
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.420332
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20697
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58649
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33113
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78862
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27546
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.70902
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16541
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.31468
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7453
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.30185
(395.32, 12.59, 328.05) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.90923
