¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
æ(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.48393
(344.84, 7.16, 362.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.32857
(344.84, 7.16, 362.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.04646
(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.66355
(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.64304
(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.65495
(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.75568
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 9.377353
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 9.056366
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.846672
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.837909
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.83048
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.825696
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 9.039156
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 9.264614
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 9.708659
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.531782
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.429553
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.405872
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.383195
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.361506
ä(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.340785
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.329051
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.363365
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.398934
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.435793
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.473983
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.513543
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.637752
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.782969
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.936775
(344.84, 7.16, 362.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30149
(344.84, 7.16, 362.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.01538
(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.77005
(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.74933
(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.7499
(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.85243
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.985804
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.690267
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.55593
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.547521
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.540401
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.558309
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.758801
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.970284
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 9.400335
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.442456
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.373013
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.349589
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.327157
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.305704
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.285208
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.285576
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.319182
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.354023
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.390132
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.427547
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.47027
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.605968
(344.84, 7.16, 362.52) (354.81, 0.49, 347.20) (3.26, 1.16, 6.55) Tools 5.749451
(344.84, 7.16, 362.52) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 8.287183
(344.84, 7.16, 362.52) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 8.326334
(344.84, 7.16, 362.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98472
(344.84, 7.16, 362.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80207
(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.85938
(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.84804
(344.84, 7.16, 362.52) (351.96, 0.49, 341.67) (6.63, 1.16, 1.97) Tools 11.95243
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.627177
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.35406
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.284888
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.276805
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.269969
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.307776
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.496494
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 8.695313
(344.84, 7.16, 362.52) (353.17, 1.64, 346.62) (2.20, 1.16, 6.64) Tools 9.112365
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.24414
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458183
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688461
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936858
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205492
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.496983
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.814226
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.160792
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540836
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.959483
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.422708
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.938013
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5146
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16398
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83433
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64745
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.63894
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.67725
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.55542
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54802
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43428
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80376
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.244736
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.458811
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689137
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.937574
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.206293
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497828
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815161
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161821
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541975
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.960744
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.424114
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.939555
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51636
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16596
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85609
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69886
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69885
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.74047
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.61156
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59472
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31948
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.48679
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245348
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459466
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.689871
ˆ(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938329
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207108
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.498727
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.816134
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.162882
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.543179
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.961989
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.425532
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941164
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51814
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16795
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88151
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.74849
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71478
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77601
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.65151
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.63994
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.20454
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17803
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.245966
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460138
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.690558
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939094
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.207934
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499642
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817109
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.163953
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.544365
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.963319
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.426978
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942776
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51995
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17003
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90306
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73933
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.70417
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77272
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.6925
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68952
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08953
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92629
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.246575
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.460795
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691265
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.939891
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208794
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500546
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.81814
(345.21, 7.15, 362.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165051
