¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ò(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70709
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.518213
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.855538
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.22309
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.688866
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.13617
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.610415
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.0999
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.63268
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25069
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93719
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.72976
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64925
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.74399
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.03933
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.57321
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.53506
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.10561
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.58426
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.56177
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.5427
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.527
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.5147
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.50576
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.50019
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.49798
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.49912
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.50362
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.5115
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.731952
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.96823
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.225989
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.532124
É(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.870786
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.240404
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.708268
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.14989
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.625646
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.11408
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.65077
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.27076
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.95948
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.75738
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.6807
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.78162
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.07998
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.62511
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.58924
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.16368
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.49704
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.47463
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.4556
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.43996
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.42768
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.41876
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.41319
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.41097
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.41209
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.41656
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.42438
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.741533
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.97854
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.237721
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.545948
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.885941
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.257448
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.727371
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.163535
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.640797
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.12832
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66867
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.29084
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.98182
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.785
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.71216
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.81916
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.12008
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.66938
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.64314
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.22171
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.41383
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.39148
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.3725
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.3569
Ü(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.34465
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.33575
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.33018
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.32795
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.32905
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.33348
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.34126
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.751131
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.988871
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.249454
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.559681
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.900998
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.274219
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.746171
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.1771
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.654539
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.14261
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.68655
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.31115
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.0042
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.81262
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74354
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.8566
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.15917
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.71365
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.69475
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.27967
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.33454
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.31225
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.29333
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.27776
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.26554
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.25665
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.25109
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.24885
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.24993
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.25433
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.26206
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.760749
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.999224
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.261188
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.573323
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.915957
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.290706
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.764665
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.190591
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.668123
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.15695
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70443
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33165
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.02664
ï(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.84022
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.7747
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.89393
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.19826
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.76132
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.73997
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3376
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.25911
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.23688
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.21801
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.20248
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.19028
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.18141
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.17585
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.1736
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.17466
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.17904
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.18672
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.770381
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.009593
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.272919
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.586864
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.92908
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.306906
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.778067
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.203997
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.68168
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.17135
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7223
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.35213
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.04911
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.8678
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.80586
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.93113
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.23734
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.80967
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.7851
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3954
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.18749
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.16532
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.14649
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.13099
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.11883
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.10996
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.1044
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.10215
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.1032
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.10754
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.11518
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.780029
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01998
Â(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.284851
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.600307
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.94166
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.322814
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.78983
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.217318
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.695204
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.18579
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.74016
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37259
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07229
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.89505
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.83703
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.96821
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.27649
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.85777
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.83016
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45314
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.11961
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.09749
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.07871
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.06325
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.0511
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.04225
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.0367
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.03444
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.03546
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.03978
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.04739
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.78969
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.030382
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.297056
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.613647
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.954228
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.338421
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801565
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.230551
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.708696
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.20028
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.75801
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.39302
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.09621
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.92217
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.86819
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.00515
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.31561
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 17.9056
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.05963
(321.60, 7.07, 366.47) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51076
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.05543
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.03336
á(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 22.01462
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.99919
(321.60, 7.07, 366.47) (332.96, 1.73, 397.45) (13.17, 2.90, 0.14) Fence 21.98706
