¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ã(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293664
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.20064
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.290395
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.471425
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.877428
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272136
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541321
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.829952
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.140238
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.6502
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.26733
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.2719
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.27845
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.28699
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.29753
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.31008
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.32464
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.157254
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.218014
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280922
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338674
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397305
Í(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457988
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520827
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585907
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.653298
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.723075
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795387
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.870311
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947921
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028393
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111805
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.198345
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.288083
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.381213
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.747248
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.185718
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.576778
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8679
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.18094
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.7583
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.33685
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.3415
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.34816
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.35681
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.36747
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.38015
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.39485
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173116
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226288
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280993
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337603
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396193
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456885
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519694
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.58477
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652116
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.72191
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794147
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869049
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946636
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027056
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.11044
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196938
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286619
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379706
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621775
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.045584
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.520587
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.907142
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22302
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 20.87064
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.4091
à(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.41385
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.42061
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.42938
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.44017
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.45298
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.46784
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173072
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.225898
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280615
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337192
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.395791
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456464
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519294
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584308
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.651673
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721418
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793686
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868537
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946139
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026534
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.109933
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196389
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286083
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379167
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.500798
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910665
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.369242
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885651
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.266605
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.610519
(419.98, 13.91, 324.40) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 12.26664
(419.98, 13.91, 324.40) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 12.2646
(419.98, 13.91, 324.40) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 12.26438
(419.98, 13.91, 324.40) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 12.266
(419.98, 13.91, 324.40) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 12.26946
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.52865
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.54366
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.173315
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.226161
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.280857
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337467
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396045
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.456723
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519529
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.584575
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65193
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.721706
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.793977
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.868856
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946435
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.026856
ä(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.110241
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196712
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.286432
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.379501
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.476141
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.780729
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223752
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721677
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.285216
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.659021
(419.98, 13.91, 324.40) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 12.16354
(419.98, 13.91, 324.40) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 12.16147
(419.98, 13.91, 324.40) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 12.16121
(419.98, 13.91, 324.40) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 12.16278
(419.98, 13.91, 324.40) (407.04, 10.23, 298.37) (0.61, 0.87, 0.61) Tools 12.16615
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.60721
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.62238
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.174174
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.227011
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.281696
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.338349
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.396968
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.457675
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.520485
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585572
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.652929
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.722733
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.795045
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.869939
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.947546
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028009
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111435
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.197893
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287641
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.38079
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.47743
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.655563
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.083868
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.564277
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.106842
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.709158
(419.98, 13.91, 324.40) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.63892
(419.98, 13.91, 324.40) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.6369
(419.98, 13.91, 324.40) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.63661
(419.98, 13.91, 324.40) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.63806
(419.98, 13.91, 324.40) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.64125
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.68874
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.70409
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.175611
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228486
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.283237
Ò(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.339903
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.398535
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.459281
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.522157
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.587298
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.654695
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.724513
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.796865
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871786
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.949473
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029991
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.113446
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.200012
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.289774
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382966
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.479661
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580099
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.949225
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413146
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.935966
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549055
(419.98, 13.91, 324.40) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.54609
(419.98, 13.91, 324.40) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.54405
(419.98, 13.91, 324.40) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.54373
(419.98, 13.91, 324.40) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.54513
(419.98, 13.91, 324.40) (407.06, 10.23, 299.05) (0.61, 0.87, 0.61) Tools 11.54825
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.77333
(419.98, 13.91, 324.40) (407.44, 11.21, 296.08) (7.63, 2.69, 2.47) Cabin 13.78885
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.177651
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.230602
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.285376
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.342116
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.400812
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461596
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.524522
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.589674
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657163
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727058
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.799451
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.874465
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.952193
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.032778
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116287
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.202923
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.292808
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.386084
(419.98, 13.91, 324.40) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.482878
