¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
—(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.349122
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.11392
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.69746
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.69473
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.418
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.18948
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04491
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.0057
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.50181
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.09926
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.78975
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45969
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.727808
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.047746
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.38196
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.674423
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.049455
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.531406
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01753
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5536
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.03143
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.62425
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.15884
¬(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.74696
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.9137
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.57201
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35973
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23414
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2121
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.71765
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.29546
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.88082
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.54782
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.73471
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.07672
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.3986
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.69232
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.103083
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.575785
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.07341
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.58997
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.07131
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.6657
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.20432
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.85905
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.13846
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.72963
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53421
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42828
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42607
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.93847
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.49599
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00982
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.6483
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.747025
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.105554
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.415386
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.710375
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.15683
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.620337
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.13193
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.62666
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11155
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.70763
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.25036
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.04808
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.29796
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89102
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.71307
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.58288
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63372
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16442
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.67523
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.14487
¾(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.74314
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.77311
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.13424
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.43232
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.72859
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.210689
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.665057
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.19072
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66367
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17799
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75007
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.29696
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.2426
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.4111
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05629
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.8892
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.68502
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84628
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.34379
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.8579
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.28289
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82542
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.79904
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.162764
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.449396
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.768307
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.253261
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.70994
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.24976
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70098
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.25467
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.793
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.3633
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.44172
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.52558
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.22556
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.98403
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.78924
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06391
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50495
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.04438
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39346
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.93562
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.9094
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.68274
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.66918
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.66619
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.67557
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.69641
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.72099
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.67052
Æ(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.91061
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.824805
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.188631
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.466616
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.816502
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.293996
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.755157
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.28618
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.7386
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.33028
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.83644
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.47102
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.64556
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.64142
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.7286
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.08078
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.92147
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.2811
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.66267
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.173
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45777
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.51719
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.29309
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.27966
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.27857
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.28556
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.30211
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.32584
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.35438
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.48598
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.850402
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.204802
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.483978
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.864725
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.334843
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.80825
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.32086
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.77652
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.37041
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.88037
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.62194
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.74789
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.75861
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.77542
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.17946
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11799
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41779
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.82003
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.26715
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.52402
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.38282
Ø(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.07329
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.91905
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.90575
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.90644
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.91305
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.9237
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.94663
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.98269
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 24.08331
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.875815
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.221103
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.50148
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.912951
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.375794
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.861505
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3558
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.82982
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.41098
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.92481
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.79853
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.8416
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.87716
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 15.82281
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.28011
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.31685
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.55684
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9803
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.32819
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.59225
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.84737
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.58454
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.55982
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.54665
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.54902
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.55527
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.56505
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.58255
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.62566
(363.84, 9.91, 326.94) (327.39, 1.96, 306.37) (6.49, 2.82, 8.23) Truck 23.7545
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.901039
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.237529
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.519123
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.961173
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.416837
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.914909
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.391
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.89999
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.452
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.99947
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.97883
(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.94507
ô(363.84, 9.91, 326.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.99388
