¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
•(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.38104
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53034
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42491
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.78226
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.79499
(404.20, 7.34, 366.75) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.02969
(404.20, 7.34, 366.75) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.11128
(404.20, 7.34, 366.75) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.29194
(404.20, 7.34, 366.75) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.29498
(404.20, 7.34, 366.75) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.42797
(404.20, 7.34, 366.75) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.61333
(404.20, 7.34, 366.75) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 23.79386
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.086616
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.293379
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.51574
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.755392
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.014435
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.295279
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.589564
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.879141
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165243
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.461693
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.761482
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.065939
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.389744
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.728517
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1701
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68285
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41343
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08345
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98649
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54461
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.44245
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.80434
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.82366
(404.20, 7.34, 366.75) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.74352
(404.20, 7.34, 366.75) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.33935
(404.20, 7.34, 366.75) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 22.23537
(404.20, 7.34, 366.75) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 23.74953
(404.20, 7.34, 366.75) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 23.2694
(404.20, 7.34, 366.75) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 23.7422
(404.20, 7.34, 366.75) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 23.72344
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.088276
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.295193
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517664
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.757476
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016726
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297736
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.584305
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.873429
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.161774
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.457977
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.774113
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.079475
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404555
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75127
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.2128
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73685
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47517
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04997
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.99847
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.55906
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46023
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.82673
(404.20, 7.34, 366.75) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85271
(404.20, 7.34, 366.75) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 24.21601
(404.20, 7.34, 366.75) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 21.87902
(404.20, 7.34, 366.75) (375.55, 1.30, 378.24) (1.49, 1.53, 1.75) Truck 21.942
(404.20, 7.34, 366.75) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 23.68154
(404.20, 7.34, 366.75) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 23.67613
(404.20, 7.34, 366.75) (374.67, 2.15, 380.41) (4.57, 4.04, 5.34) Truck 23.67425
