¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
È(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.090876
(412.67, 14.26, 246.27) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 19.24749
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.73645
(412.67, 14.26, 246.27) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 6.080108
(412.67, 14.26, 246.27) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 6.075157
(412.67, 14.26, 246.27) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 6.071118
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.570052
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.923717
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.119375
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32542
É(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.54555
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7826
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.038544
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315684
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.6156
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.937338
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300942
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.708371
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.15932
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647606
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17413
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76316
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38654
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.08537
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87757
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.768
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.73909
(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.86401
(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.76311
(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.74022
(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.15046
(412.67, 14.26, 246.27) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 19.60314
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.61897
(412.67, 14.26, 246.27) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 6.052385
(412.67, 14.26, 246.27) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 6.047478
(412.67, 14.26, 246.27) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 6.043481
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.564469
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.735041
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917338
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.112556
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.317156
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.53666
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.773006
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028209
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.30451
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.604602
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.927005
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287962
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.694014
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.143402
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.632273
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15701
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74397
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.36814
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06457
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85395
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74534
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.70581
(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.80356
(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.70407
(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.68131
Ô(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.09005
(412.67, 14.26, 246.27) (385.60, 7.17, 266.02) (0.46, 0.49, 3.98) Tools 19.97521
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50568
(412.67, 14.26, 246.27) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.855076
(412.67, 14.26, 246.27) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.850437
(412.67, 14.26, 246.27) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.846677
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55899
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.729196
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.911077
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.105225
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309047
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527936
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.763621
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.018057
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.293496
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.592656
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.916857
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.275213
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679993
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127801
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.6173
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14037
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72529
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35033
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04449
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83112
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72363
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68094
(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.74587
(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.64768
(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 14.62505
(412.67, 14.26, 246.27) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 15.03234
(412.67, 14.26, 246.27) (386.95, 7.17, 266.10) (0.46, 0.49, 3.98) Tools 18.59544
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.39654
(412.67, 14.26, 246.27) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.833192
(412.67, 14.26, 246.27) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.828587
(412.67, 14.26, 246.27) (394.47, 8.04, 255.31) (3.28, 2.50, 2.33) Truck 5.824859
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.553595
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.723456
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.904929
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097799
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.301074
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.519383
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754416
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.008096
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.282714
(412.67, 14.26, 246.27) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.580937
