¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.81542
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.74719
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.74448
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.69398
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.391128
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.615135
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84616
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.094944
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363643
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.654741
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.970985
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.315793
¿(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.693134
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037438
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.465358
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.942892
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.43339
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.98148
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.95717
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.93459
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.91373
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.89458
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.87711
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.86131
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.84718
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.8347
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.82387
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.81466
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.80709
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.80113
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.7968
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.79407
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.74333
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397959
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.624224
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.856192
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.105782
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.375361
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.667433
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.984783
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.330871
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.70965
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.067345
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.516905
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.966148
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45904
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.84093
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.03413
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.00969
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.987
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.96603
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.94678
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.92922
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.91335
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.89915
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.8866
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.87571
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.86646
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.85884
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.85285
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.84849
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.84575
´(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.79475
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404774
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.631547
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.866242
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.116675
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.387145
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.680193
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998664
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.346059
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726309
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.097809
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.540405
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.989731
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48214
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85254
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.08894
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.06438
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.04157
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.0205
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.00114
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.98349
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.96754
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.95326
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.94064
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.92969
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.92039
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.91273
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.90671
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.90232
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.89956
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.8483
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.4116
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.638899
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.876411
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.127614
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398965
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.693042
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.012675
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361341
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743063
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.139866
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.562176
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01363
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49363
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86485
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.14598
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.12128
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.09835
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.07716
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.05771
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.03996
Î(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.02391
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.00955
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.99687
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.98586
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.9765
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.9688
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.96274
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.95832
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.95555
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 10.90402
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418399
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.646227
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886615
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.138625
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410892
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.705953
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026749
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.188267
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.167151
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.147358
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.128871
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.111675
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.095757
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.081107
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.06771
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.055559
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.044644
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.034955
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.026485
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.019231
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.013184
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.00834
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.004696
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.00225
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.000998
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.000941
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.916222
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.913216
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.911394
(337.24, 7.03, 316.16) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.910754
(337.24, 7.03, 316.16) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.912545
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425205
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65355
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896905
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.149696
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.422873
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.718956
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.040904
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.246799
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.218534
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.191682
Ò(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.166219
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.142125
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.119381
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.097971
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.981267
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.059076
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.041564
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.025323
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.010341
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.996605
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.984107
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.972836
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.962783
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.953941
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.946304
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.938814
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.93462
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.917616
(337.24, 7.03, 316.16) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.927697
(337.24, 7.03, 316.16) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.926014
(337.24, 7.03, 316.16) (331.43, 3.75, 338.11) (1.66, 2.50, 1.66) Crane 7.925514
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.432013
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660892
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.907199
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160843
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.434937
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.732039
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.055136
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.407757
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794001
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.210125
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.629235
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08742
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5321
(337.24, 7.03, 316.16) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90621
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.853102
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.255659
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.28249
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 8.152395
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.24114
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.22308
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.20675
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.19214
(337.24, 7.03, 316.16) (327.15, 1.22, 339.17) (3.77, 2.69, 7.65) Cabin 11.17923
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.812094
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.810719
(337.24, 7.03, 316.16) (331.43, 1.25, 338.11) (1.66, 2.50, 1.66) Crane 7.916114
