¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.253859
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025168
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36165
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.72889
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.131332
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574172
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07199
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61409
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21966
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91317
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.76712
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.7568
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.92963
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.44644
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69247
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.50443
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.200752
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.350152
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.508252
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676854
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.857003
¡(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440673
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657711
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.890924
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142193
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413639
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707668
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.025481
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361974
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729273
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13175
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.574617
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06764
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60925
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21221
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89744
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.749
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73409
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.91655
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.40309
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65935
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39154
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.201745
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.350554
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.508679
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.712806
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238434
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.440834
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.657889
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891148
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142425
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.413846
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.707974
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026113
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362644
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730021
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132568
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.575529
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06238
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60064
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20147
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.88239
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.73171
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.714
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.90446
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.37568
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.61008
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.2796
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.202866
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.351084
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.631765
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.04752
¶(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.238757
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.441247
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658295
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891574
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.142896
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.414364
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.708488
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027092
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.36371
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731161
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.132843
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.573542
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05444
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59163
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19143
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.86798
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71516
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.69477
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.89332
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35594
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.5478
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16865
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.204114
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.697027
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.865857
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.047757
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.239294
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.44179
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.658867
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.892197
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143549
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.415109
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.709297
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028359
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364494
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.730105
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.130573
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571036
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05237
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58325
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18204
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85453
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.6994
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67644
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88325
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.33718
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48689
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.05869
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.542304
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.699124
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.866222
º(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048123
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23999
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.442522
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659694
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.893055
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.144502
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.416103
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710373
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.029724
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.362934
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.728399
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128718
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.568984
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05092
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57544
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17332
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84472
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.68436
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.65901
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.86444
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31947
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.42723
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.9497
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.544436
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701384
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868374
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048672
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240846
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.443442
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.660653
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.894117
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145632
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.417346
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.711715
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031692
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.361771
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727105
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.127274
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.567411
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04999
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56825
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.16527
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.83565
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.67007
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64245
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8415
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.30273
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36905
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.84173
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.546676
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.703782
¹(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.870952
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.049349
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.241891
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444587
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.661866
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.895401
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147035
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.418844
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.713327
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03347
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.360904
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.726192
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126277
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.566292
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04968
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56748
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15788
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82734
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.65658
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62675
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8196
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.28699
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33581
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.7565
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549042
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.706297
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.873633
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051997
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.243121
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.445861
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.663277
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.896924
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.148644
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420592
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.71524
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.035505
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.364251
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.725661
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.125688
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565645
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04986
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56767
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.15115
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.81975
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.64384
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61195
(391.30, 13.82, 250.34) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.79863
