¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
è(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.650099
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 5.99216
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 5.988217
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.990178
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 7.387077
(341.15, 7.14, 365.69) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.8665
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.366288
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.354741
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.33146
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.309168
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.28785
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.24267
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.342156
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.327363
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.411505
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.725234
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.734303
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 5.899734
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 5.92373
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 6.121708
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 6.334354
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.10824
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.095918
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.148354
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.180876
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.170405
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.160888
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.152318
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.091328
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.035999
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.620776
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.729219
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.842311
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 7.252249
(341.15, 7.14, 365.69) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.81452
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.302089
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.278158
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.255221
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.233262
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.212258
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.129953
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.999018
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.372661
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.496533
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.585992
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.562608
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.54049
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 5.923618
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 6.060892
ë(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 6.269115
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.748122
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.561936
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.125313
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.114822
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.105278
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.096672
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.088997
(341.15, 7.14, 365.69) (351.34, 1.47, 346.62) (1.16, 1.16, 6.53) Tools 6.082249
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.389106
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.488989
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.593042
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.705082
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 7.12319
(341.15, 7.14, 365.69) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.76484
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.22809
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.204504
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.181899
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.160257
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.139559
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.023086
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.897131
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.419584
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.766951
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.422307
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.399457
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.377845
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 5.964474
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 6.001681
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 6.205645
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.547902
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.372093
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.206381
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.1876
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.177167
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.167689
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.159159
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.174999
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.267223
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.363208
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.46316
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.595472
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.999572
(341.15, 7.14, 365.69) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.71743
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.156889
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.133635
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.111349
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.090012
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.050035
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.921654
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.800338
é(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.4682
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.287532
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.266599
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.244256
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.223126
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.103165
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 5.991903
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 6.143885
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.360455
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.194101
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.069134
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.058
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.047808
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.038551
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.030221
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.061973
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.150723
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.243057
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.339167
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.490197
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.88108
(341.15, 7.14, 365.69) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.67225
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.088356
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.065421
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.043441
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 5.022398
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.948993
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.825289
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.708302
(341.15, 7.14, 365.69) (352.37, 0.49, 348.30) (2.47, 1.16, 6.63) Tools 4.518579
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.141403
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.118336
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.096476
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 7.075803
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 6.897232
(341.15, 7.14, 365.69) (350.68, 0.49, 346.85) (1.16, 1.16, 6.53) Tools 6.035634
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.351807
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.184639
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.026921
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 5.945476
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 5.93459
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 5.924627
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 5.915579
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 5.907439
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 5.953796
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.039286
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.128194
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.220702
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.389033
(341.15, 7.14, 365.69) (350.17, 1.49, 347.27) (1.16, 1.24, 6.55) Tools 6.767436
(341.15, 7.14, 365.69) (345.89, 1.57, 345.27) (5.35, 1.16, 5.52) Tools 12.62925
