¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ú(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90528
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.47406
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38721
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87224
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40234
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.98408
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62518
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.33512
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1255
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.01068
Ì(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.74848
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.27135
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.45483
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.86
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.69942
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.78242
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.7307
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.117393
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.48626
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.839305
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.224434
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.673009
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04818
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45526
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37245
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85616
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.38474
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.96475
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60383
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.31144
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.09909
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.98097
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.60407
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.11757
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66655
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33859
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.96315
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71072
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.735944
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120091
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.477627
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.8299
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.214153
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.657205
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.03107
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.43667
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87814
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84037
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36748
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94577
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58287
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28819
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.07312
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95189
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46365
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.96807
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.50706
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.56278
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43769
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.07113
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.740759
Â(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.122374
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.468899
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.820395
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.203765
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.641584
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01416
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.4183
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85954
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82486
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35051
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.92713
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56232
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.2654
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.04769
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.86198
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.32701
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.82273
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.35215
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.91876
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94121
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.54154
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.18432
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.745142
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.124236
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.460083
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.810794
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.19327
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.626143
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.99744
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40015
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.85825
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80967
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33392
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90886
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54215
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.24301
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0228
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.76693
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21235
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.68623
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20161
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.75799
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47139
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04132
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.65052
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.3031
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.749092
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.125682
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.451178
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801096
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.191452
Ê(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.610885
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.980928
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.38222
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8476
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30021
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.31758
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.89093
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52237
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.22111
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.99834
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.67758
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.16927
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.64054
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14269
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.67886
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.21525
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.68789
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.23945
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82758
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.45596
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.751772
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.120904
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.442186
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.791306
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.204063
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.595811
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.964615
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.36451
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.83722
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.28891
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3016
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.87337
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50302
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19962
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.97441
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.58127
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.12794
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59666
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09609
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.62922
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.10225
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.50462
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.02601
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.60076
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21447
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.9552
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75232
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.112538
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.433109
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.781424
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.216127
Ç(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.580921
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.948503
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.34702
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.8271
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.2779
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.7697
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.85618
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48404
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1786
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.95098
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48734
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.04931
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.55462
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.05137
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.5816
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99279
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39013
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.81948
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.38148
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.98111
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.71441
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.75249
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.104098
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.42395
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.771453
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.227238
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.566217
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.932592
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.33697
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81724
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.26717
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.75798
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.83934
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46547
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.15804
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88015
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.39568
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.95072
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.51437
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.00864
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.51343
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.88682
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.27927
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.69219
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.16937
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.75557
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48169
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.41628
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.752276
(368.82, 9.98, 323.89) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.095581
