¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ı(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57774
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9955
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12169
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.41444
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.13697
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.200918
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33761
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480286
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.630513
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.789308
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965504
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.152104
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.350132
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.269846
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.84988
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47169
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17912
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87702
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4397
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.00293
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.10093
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.20238
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.30748
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.41619
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.52878
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64534
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76597
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.89085
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0175
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14412
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.91119
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.70613
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.236753
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.374404
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.518912
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.671107
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.837415
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.016323
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.205939
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407161
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321192
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.874782
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.49996
ü(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21144
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.89213
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.46911
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01601
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11422
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21593
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.32122
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.43022
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.5431
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6599
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78081
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.90599
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.03556
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.16865
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.43621
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 22.53619
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.272857
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.411914
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.558322
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.714952
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.886568
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.068264
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.26093
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.465514
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.343247
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.899612
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5281
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24362
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91935
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49908
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.03079
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12927
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23123
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.3368
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.4461
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.55922
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.67635
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.79757
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.92308
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.05301
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.20315
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0264
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.40288
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309336
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.450233
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.598552
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.762469
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936747
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121349
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.31713
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.525157
ú(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.365149
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924297
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5561
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27563
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94701
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52961
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04731
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14606
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.24831
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.35418
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46382
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57729
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6947
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.8163
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.94216
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09257
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59453
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.5852
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.33221
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.346517
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489278
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.643659
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.81096
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.987978
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.175546
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37458
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.028152
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.386892
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.9488
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58392
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30747
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97525
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56073
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06551
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.16461
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.26721
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37341
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.48337
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.59718
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71501
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.837
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98759
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.14729
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09289
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 21.03749
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.384435
(335.08, 7.42, 351.01) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529841
